trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0   58  40.00  0.00 800.00  3.00  1
  1  698 390.00  0.00 800.00 104.00  0
  2  746 420.00  0.00 800.00 10.80  1
  3  822 460.00  0.00 800.00 26.00  0
  4  695 390.00  0.00 800.00 21.50  0
  5  783 440.00  0.00 800.00 12.90  0
  6  746 420.00  0.00 800.00 10.80  1
  7  694 390.00  0.00 800.00 17.20  0
  8  746 430.00  0.00 800.00  8.60  0
  9  708 400.00  0.00 800.00  6.44  1
 10  673 380.00  0.00 800.00  8.60  0
 11 1420 790.00  0.00 800.00 260.00  0
 12  564 320.00  0.00 800.00  6.44  1
 13  636 360.00  0.00 800.00  6.44  1
 14  565 320.00  0.00 800.00  8.60  1
 15  819 460.00  0.00 800.00 12.90  0
 16  601 340.00  0.00 800.00  8.60  1
 17  691 390.00  0.00 800.00  8.60  0
 18  565 320.00  0.00 800.00  8.60  1
 19  818 460.00  0.00 800.00 10.80  0
