Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.6276  1.3094    -3.3887 -0.1711
      1  -2.3906  0.9898    -3.6732 -1.6127
      2  -2.8095  0.8831    -4.0297 -2.3306
      3  -3.1683  0.9579    -4.8245 -2.6699
      4  -3.5867  1.1826    -6.2527 -2.8384
      5  -4.0115  1.3460    -7.2241 -2.9193
      6  -4.6676  1.6235    -8.2476 -2.3633
      7  -4.3848  1.2556    -6.9582 -3.0355
      8  -4.8974  1.5642    -8.0642 -2.0932
      9  -4.9165  1.3317    -7.5775 -3.2245
     10  -4.9277  1.1601    -7.1752 -3.6704
     11  -5.4256  1.3434    -8.0925 -3.7829
     12  -5.4627  1.2049    -7.9332 -4.1083
     13  -5.1975  0.9273    -6.7670 -4.1129
     14  -5.5754  1.0465    -7.3670 -4.3791
     15  -5.9354  1.1578    -7.9753 -4.6296
     16  -5.9798  1.0231    -7.8732 -4.8406
     17  -5.7307  0.8373    -7.0807 -4.7823
     18  -5.5842  0.7231    -6.7258 -4.7456
     19  -5.7487  0.6901    -6.8360 -4.9876

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1004  0.0601     0.0001  0.1898
      1   0.0994  0.0606     0.0001  0.1897
      2   0.0975  0.0614     0.0001  0.1896
      3   0.0834  0.0621     0.0001  0.1865
      4   0.0464  0.0465     0.0000  0.1448
      5   0.0223  0.0231     0.0000  0.0655
      6   0.0095  0.0084     0.0000  0.0226
      7   0.0113  0.0088     0.0000  0.0250
      8   0.0068  0.0052     0.0000  0.0131
      9   0.0078  0.0049     0.0000  0.0134
     10   0.0084  0.0046     0.0001  0.0135
     11   0.0071  0.0036     0.0000  0.0113
     12   0.0075  0.0032     0.0001  0.0115
     13   0.0079  0.0034     0.0001  0.0122
     14   0.0072  0.0029     0.0001  0.0104
     15   0.0068  0.0027     0.0001  0.0081
     16   0.0071  0.0023     0.0001  0.0084
     17   0.0073  0.0025     0.0002  0.0098
     18   0.0075  0.0026     0.0003  0.0106
     19   0.0077  0.0027     0.0003  0.0111

