Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.1443  2.4352    -9.0547 -1.4813
      1  -3.0973  1.3290    -5.1487 -1.2348
      2  -2.0402  0.8618    -3.1333 -1.0735
      3  -2.5650  0.6385    -3.2504 -2.1246
      4  -2.8377  0.5772    -3.4153 -2.5417
      5  -2.9955  0.5784    -3.6756 -2.7425
      6  -2.9075  0.3872    -3.1644 -2.7345
      7  -2.9241  0.3020    -3.1637 -2.9071
      8  -2.9084  0.2086    -3.1588 -2.9074
      9  -2.9120  0.1602    -3.1587 -2.9132
     10  -2.9060  0.1124    -3.1554 -2.9132
     11  -2.9733  0.3338    -3.3867 -2.9133
     12  -2.9757  0.2747    -3.3882 -2.9164
     13  -2.9786  0.2307    -3.3901 -2.9181
     14  -3.0094  0.2268    -3.4050 -2.9215
     15  -3.1387  0.2516    -3.4255 -2.9682
     16  -3.0511  0.3061    -3.4179 -2.9253
     17  -2.9796  0.2717    -3.3892 -2.9177
     18  -2.9458  0.2106    -3.3450 -2.9160
     19  -2.9486  0.1799    -3.3529 -2.9167

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0588     0.0065  0.1898
      1   0.1013  0.0589     0.0065  0.1898
      2   0.1014  0.0588     0.0069  0.1898
      3   0.1024  0.0588     0.0067  0.1900
      4   0.1017  0.0591     0.0060  0.1899
      5   0.0999  0.0596     0.0051  0.1897
      6   0.1121  0.0558     0.0139  0.1913
      7   0.1204  0.0532     0.0213  0.1925
      8   0.1232  0.0511     0.0292  0.1927
      9   0.1290  0.0486     0.0375  0.1934
     10   0.1311  0.0470     0.0434  0.1935
     11   0.0722  0.0405     0.0126  0.1467
     12   0.0763  0.0408     0.0157  0.1511
     13   0.0798  0.0411     0.0183  0.1549
     14   0.0774  0.0406     0.0178  0.1525
     15   0.0589  0.0307     0.0126  0.1128
     16   0.0534  0.0281     0.0108  0.1022
     17   0.0591  0.0299     0.0140  0.1105
     18   0.0637  0.0298     0.0177  0.1147
     19   0.0661  0.0302     0.0196  0.1177

