Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.6059  1.3192    -5.5507 -6.0411
      1  -6.7001  1.0547    -7.7948 -5.3781
      2  -6.1945  1.0528    -7.0676 -4.5145
      3  -5.9610  1.0437    -6.7866 -4.1963
      4  -5.5650  1.1979    -6.5745 -3.1442
      5  -5.1304  1.3300    -6.5051 -2.2971
      6  -4.4954  1.5676    -6.9258 -1.3245
      7  -3.7394  1.9918    -7.9149 -0.6030
      8  -3.6124  1.7873    -7.0197 -0.6544
      9  -3.5274  1.6206    -5.9200 -0.7044
     10  -3.9950  1.2547    -5.7847 -1.9432
     11  -3.5320  1.3341    -5.5372 -1.3803
     12  -3.4832  1.1895    -5.1895 -1.5101
     13  -3.8051  0.9725    -5.2457 -2.4675
     14  -3.5229  0.9601    -4.8861 -2.1827
     15  -3.7259  0.8196    -4.9458 -2.7195
     16  -3.5687  0.7604    -4.6733 -2.6320
     17  -3.6952  0.6639    -4.7141 -2.9241
     18  -3.5933  0.6042    -4.5255 -2.8635
     19  -3.6797  0.5366    -4.5791 -3.0368

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1007  0.0602     0.0001  0.1899
      1   0.0962  0.0620     0.0001  0.1894
      2   0.0873  0.0635     0.0001  0.1880
      3   0.0771  0.0616     0.0001  0.1843
      4   0.0432  0.0441     0.0000  0.1365
      5   0.0213  0.0221     0.0000  0.0617
      6   0.0097  0.0083     0.0000  0.0226
      7   0.0051  0.0041     0.0000  0.0089
      8   0.0061  0.0038     0.0000  0.0099
      9   0.0068  0.0034     0.0000  0.0104
     10   0.0073  0.0036     0.0001  0.0116
     11   0.0068  0.0032     0.0000  0.0097
     12   0.0072  0.0028     0.0001  0.0100
     13   0.0075  0.0029     0.0001  0.0110
     14   0.0075  0.0029     0.0001  0.0110
     15   0.0077  0.0031     0.0002  0.0117
     16   0.0080  0.0032     0.0003  0.0121
     17   0.0083  0.0034     0.0003  0.0126
     18   0.0086  0.0036     0.0004  0.0130
     19   0.0090  0.0038     0.0005  0.0133

