trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  339 190.00  0.00 800.00 156.00  0
  1  744 420.00  0.00 800.00  6.44  0
  2  652 370.00  0.00 800.00  3.00  1
  3  707 400.00  0.00 800.00  4.30  1
  4  654 370.00  0.00 800.00  6.44  1
  5  762 430.00  0.00 800.00  6.44  1
  6  675 380.00  0.00 800.00 12.90  0
  7  655 370.00  0.00 800.00  8.60  0
  8  673 380.00  0.00 800.00  8.60  1
  9 1419 790.00  0.00 800.00 156.00  0
 10  764 430.00  0.00 800.00 10.80  0
 11  744 420.00  0.00 800.00  6.44  1
 12  746 420.00  0.00 800.00 10.80  0
 13  726 410.00  0.00 800.00  6.44  1
 14  728 410.00  0.00 800.00 10.80  1
 15  873 490.00  0.00 800.00 12.90  0
 16  800 450.00  0.00 800.00 10.80  1
 17 1420 790.00  0.00 800.00 260.00  0
 18  999 560.00  0.00 800.00 12.90  0
 19  891 500.00  0.00 800.00 12.90  0
