Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6308  2.7208    -9.0023 -0.5137
      1  -6.7859  1.5286    -8.8471 -4.6436
      2  -5.5057  0.8785    -6.7928 -4.5171
      3  -4.8350  0.6377    -5.5659 -4.3246
      4  -4.5270  0.6174    -5.0926 -4.0271
      5  -4.3365  0.6782    -4.8710 -3.4459
      6  -3.7858  1.1637    -4.7512 -1.2696
      7  -4.1971  0.6449    -4.7612 -3.5006
      8  -4.3739  0.6447    -4.9596 -3.8731
      9  -4.4591  0.5405    -4.9719 -4.2236
     10  -4.4369  0.4188    -4.8293 -4.2357
     11  -4.4463  0.3134    -4.8039 -4.2614
     12  -4.4337  0.2500    -4.7350 -4.2630
     13  -4.4389  0.1956    -4.7345 -4.2766
     14  -4.4349  0.1624    -4.7308 -4.2780
     15  -4.4330  0.1414    -4.7287 -4.2792
     16  -4.4266  0.1340    -4.7266 -4.2724
     17  -4.4266  0.1256    -4.7261 -4.2735
     18  -4.4299  0.1148    -4.7262 -4.2805
     19  -4.4276  0.1137    -4.7257 -4.2777

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1022  0.0585     0.0073  0.1899
      1   0.1018  0.0587     0.0071  0.1898
      2   0.1011  0.0590     0.0062  0.1897
      3   0.1003  0.0593     0.0053  0.1896
      4   0.0998  0.0599     0.0045  0.1897
      5   0.0972  0.0608     0.0036  0.1894
      6   0.0390  0.0384     0.0002  0.1169
      7   0.0502  0.0400     0.0014  0.1287
      8   0.0465  0.0358     0.0007  0.1137
      9   0.0531  0.0378     0.0020  0.1234
     10   0.0579  0.0376     0.0052  0.1273
     11   0.0596  0.0371     0.0082  0.1283
     12   0.0638  0.0371     0.0111  0.1321
     13   0.0648  0.0367     0.0133  0.1327
     14   0.0671  0.0365     0.0155  0.1345
     15   0.0690  0.0362     0.0173  0.1358
     16   0.0723  0.0370     0.0191  0.1404
     17   0.0736  0.0368     0.0208  0.1414
     18   0.0742  0.0366     0.0219  0.1417
     19   0.0766  0.0368     0.0232  0.1442

