Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.1250  1.5284    -4.7387 -0.1013
      1  -1.5086  1.4426    -5.0895 -0.8027
      2  -1.9008  1.5776    -6.3029 -1.1485
      3  -2.4520  1.9390    -7.6800 -1.3487
      4  -4.2818  2.4831    -8.8726 -1.3592
      5  -5.6393  2.3109    -9.1180 -1.5947
      6  -4.5671  2.0147    -8.4938 -1.3917
      7  -4.5473  1.8519    -8.2512 -1.7712
      8  -5.3264  1.8200    -8.6621 -2.0881
      9  -5.4016  1.6630    -8.5832 -2.7593
     10  -4.9829  1.3410    -7.2961 -2.8470
     11  -5.3536  1.2077    -7.4988 -3.7372
     12  -5.0561  1.0275    -6.6490 -3.6652
     13  -4.7436  0.9925    -6.1815 -3.3380
     14  -4.9378  0.8724    -6.2391 -3.8931
     15  -4.9444  0.7660    -6.1625 -3.9928
     16  -4.7648  0.7087    -5.8429 -3.8447
     17  -4.8843  0.6226    -5.9079 -4.1359
     18  -4.7739  0.5680    -5.7013 -4.0548
     19  -4.8682  0.5065    -5.7447 -4.2665

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0931  0.0626     0.0001  0.1888
      1   0.0921  0.0629     0.0001  0.1886
      2   0.0854  0.0637     0.0001  0.1872
      3   0.0626  0.0600     0.0000  0.1770
      4   0.0087  0.0097     0.0000  0.0247
      5   0.0056  0.0042     0.0000  0.0101
      6   0.0054  0.0044     0.0000  0.0107
      7   0.0064  0.0041     0.0000  0.0113
      8   0.0060  0.0038     0.0000  0.0096
      9   0.0067  0.0034     0.0000  0.0102
     10   0.0072  0.0035     0.0001  0.0113
     11   0.0075  0.0035     0.0001  0.0118
     12   0.0078  0.0037     0.0001  0.0124
     13   0.0077  0.0036     0.0001  0.0123
     14   0.0081  0.0038     0.0001  0.0128
     15   0.0083  0.0036     0.0003  0.0128
     16   0.0086  0.0038     0.0003  0.0131
     17   0.0090  0.0040     0.0004  0.0135
     18   0.0094  0.0042     0.0005  0.0138
     19   0.0099  0.0045     0.0005  0.0154

