trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  128  80.00  0.00 800.00  1.00  1
  1  698 390.00  0.00 800.00 104.00  0
  2  745 420.00  0.00 800.00  8.60  1
  3  732 410.00  0.00 800.00 26.00  1
  4  769 430.00  0.00 800.00 52.00  1
  5  608 340.00  0.00 800.00 104.00  0
  6  751 420.00  0.00 800.00 52.00  0
  7  769 430.00  0.00 800.00 52.00  0
  8  625 350.00  0.00 800.00 52.00  1
  9  787 440.00  0.00 800.00 52.00  0
 10  625 340.00  0.00 800.00 26.00  0
 11 1421 790.00  0.00 800.00 520.00  0
 12 1421 790.00  0.00 800.00 260.00  0
 13 1421 790.00  0.00 800.00 260.00  0
 14  605 340.00  0.00 800.00 21.50  0
 15 1421 790.00  0.00 800.00 260.00  0
 16  532 300.00  0.00 800.00 17.20  1
 17  569 320.00  0.00 800.00 21.50  1
 18  551 310.00  0.00 800.00 21.50  1
 19  552 310.00  0.00 800.00 26.00  1
