Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.9995  1.4900    -4.0484 -0.2090
      1  -2.9109  1.1640    -4.8553 -1.8867
      2  -3.5394  1.1557    -6.4023 -2.8960
      3  -4.0089  1.3350    -7.6795 -3.2847
      4  -4.5995  1.6245    -8.5397 -3.5239
      5  -6.1240  1.7940    -9.1277 -3.8684
      6  -5.0268  1.2269    -7.4484 -3.7387
      7  -4.4899  0.9084    -6.0431 -3.6467
      8  -4.8724  0.9757    -6.5888 -3.9629
      9  -4.6697  0.7722    -5.7739 -3.9642
     10  -4.5563  0.6396    -5.3772 -3.9609
     11  -4.6771  0.5687    -5.4438 -4.2331
     12  -4.8009  0.5522    -5.5409 -4.4285
     13  -4.7514  0.4425    -5.3528 -4.4364
     14  -4.8110  0.3880    -5.3944 -4.5334
     15  -4.7608  0.3250    -5.2466 -4.5214
     16  -4.8602  0.3910    -5.4019 -4.6022
     17  -4.7945  0.3676    -5.2581 -4.5523
     18  -4.7570  0.3179    -5.2259 -4.5380
     19  -4.7764  0.2603    -5.2273 -4.5985

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0977  0.0606     0.0017  0.1894
      1   0.0963  0.0610     0.0017  0.1892
      2   0.0932  0.0621     0.0011  0.1888
      3   0.0851  0.0635     0.0006  0.1875
      4   0.0652  0.0618     0.0002  0.1821
      5   0.0143  0.0118     0.0001  0.0334
      6   0.0174  0.0141     0.0001  0.0411
      7   0.0212  0.0162     0.0001  0.0488
      8   0.0164  0.0120     0.0001  0.0363
      9   0.0190  0.0128     0.0001  0.0400
     10   0.0210  0.0132     0.0007  0.0426
     11   0.0225  0.0139     0.0011  0.0456
     12   0.0224  0.0138     0.0011  0.0454
     13   0.0244  0.0139     0.0021  0.0472
     14   0.0260  0.0145     0.0029  0.0499
     15   0.0281  0.0149     0.0042  0.0527
     16   0.0240  0.0128     0.0025  0.0446
     17   0.0244  0.0127     0.0029  0.0447
     18   0.0258  0.0129     0.0039  0.0464
     19   0.0274  0.0129     0.0057  0.0476

