trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  256 150.00  0.00 800.00  3.00  1
  1  698 390.00  0.00 800.00 104.00  0
  2  745 420.00  0.00 800.00  8.60  1
  3  732 410.00  0.00 800.00 26.00  0
  4  783 440.00  0.00 800.00 12.90  1
  5  695 390.00  0.00 800.00 21.50  1
  6  732 410.00  0.00 800.00 26.00  1
  7  625 350.00  0.00 800.00 52.00  0
  8  732 390.00  0.00 800.00 21.50  1
  9  732 400.00  0.00 800.00 21.50  1
 10  732 390.00  0.00 800.00 52.00  0
 11  732 390.00  0.00 800.00 21.50  1
 12  732 430.00  0.00 800.00 21.50  1
 13  714 400.00  0.00 800.00 26.00  1
 14  840 470.00  0.00 800.00 26.00  1
 15  840 470.00  0.00 800.00 21.50  1
 16  589 330.00  0.00 800.00 52.00  0
 17  840 460.00  0.00 800.00 52.00  0
 18  840 490.00  0.00 800.00 52.00  0
 19  840 490.00  0.00 800.00 21.50  1
