Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6257  2.7237    -9.0018 -0.5032
      1  -2.3127  1.4555    -4.5819 -0.2614
      2  -3.4424  0.8669    -4.6908 -2.4205
      3  -3.9898  0.6351    -4.7402 -3.4466
      4  -3.6910  0.4702    -4.2129 -3.3713
      5  -3.5429  0.3905    -3.9504 -3.2756
      6  -3.6928  0.3459    -4.0799 -3.5266
      7  -3.5633  0.6324    -4.0620 -3.1948
      8  -3.5349  0.4858    -3.9455 -3.2311
      9  -3.5217  0.3827    -3.9380 -3.2560
     10  -3.5561  0.2910    -3.9390 -3.4364
     11  -3.5708  0.2337    -3.9394 -3.4478
     12  -3.5654  0.1952    -3.9356 -3.4482
     13  -3.5749  0.1705    -3.9364 -3.4535
     14  -3.5864  0.1557    -3.9377 -3.4580
     15  -3.5841  0.1459    -3.9360 -3.4578
     16  -3.5821  0.1403    -3.9345 -3.4576
     17  -3.6408  0.1162    -3.9408 -3.4920
     18  -3.6535  0.1041    -3.9416 -3.5126
     19  -3.5492  0.1383    -3.9271 -3.4512

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0071  0.1899
      1   0.1024  0.0585     0.0074  0.1899
      2   0.1015  0.0587     0.0066  0.1898
      3   0.1022  0.0587     0.0068  0.1899
      4   0.1045  0.0580     0.0092  0.1903
      5   0.1067  0.0572     0.0114  0.1906
      6   0.1091  0.0564     0.0133  0.1909
      7   0.0575  0.0420     0.0013  0.1372
      8   0.0606  0.0414     0.0043  0.1393
      9   0.0624  0.0410     0.0071  0.1404
     10   0.0682  0.0408     0.0112  0.1451
     11   0.0722  0.0405     0.0151  0.1484
     12   0.0734  0.0401     0.0169  0.1491
     13   0.0763  0.0400     0.0198  0.1513
     14   0.0789  0.0400     0.0220  0.1540
     15   0.0796  0.0398     0.0231  0.1543
     16   0.0803  0.0396     0.0241  0.1547
     17   0.0777  0.0376     0.0246  0.1485
     18   0.0795  0.0377     0.0265  0.1503
     19   0.0727  0.0364     0.0227  0.1416

