Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.6042  1.7441    -5.2631 -0.2721
      1  -3.9309  1.2187    -6.3684 -2.6953
      2  -3.1928  0.7370    -3.9495 -2.6353
      3  -2.9163  0.6250    -3.5157 -2.4826
      4  -2.7522  0.5583    -3.1984 -2.3998
      5  -2.9198  0.4919    -3.3256 -2.7102
      6  -2.9384  0.3723    -3.3177 -2.9064
      7  -2.9098  0.2761    -3.1587 -2.9064
      8  -2.9014  0.2015    -3.1553 -2.9069
      9  -2.9059  0.1454    -3.1552 -2.9125
     10  -2.9063  0.1075    -3.1550 -2.9141
     11  -2.9709  0.3320    -3.3790 -2.9150
     12  -2.9289  0.2605    -3.2601 -2.9133
     13  -2.9281  0.2084    -3.2693 -2.9147
     14  -2.9403  0.2067    -3.3298 -2.9158
     15  -2.9302  0.1553    -3.2978 -2.9156
     16  -2.9666  0.1921    -3.3748 -2.9181
     17  -2.9573  0.1546    -3.3653 -2.9177
     18  -3.0117  0.1763    -3.3972 -2.9234
     19  -3.1181  0.1694    -3.4130 -2.9690

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0984  0.0601     0.0035  0.1894
      1   0.0962  0.0606     0.0029  0.1891
      2   0.1008  0.0595     0.0040  0.1898
      3   0.1013  0.0589     0.0054  0.1898
      4   0.1032  0.0586     0.0066  0.1901
      5   0.1063  0.0573     0.0095  0.1904
      6   0.1151  0.0547     0.0181  0.1917
      7   0.1227  0.0516     0.0278  0.1926
      8   0.1251  0.0498     0.0338  0.1928
      9   0.1296  0.0474     0.0423  0.1933
     10   0.1329  0.0455     0.0485  0.1936
     11   0.0758  0.0401     0.0163  0.1492
     12   0.0824  0.0402     0.0215  0.1554
     13   0.0866  0.0403     0.0247  0.1592
     14   0.0857  0.0407     0.0239  0.1593
     15   0.0878  0.0400     0.0277  0.1604
     16   0.0762  0.0364     0.0229  0.1425
     17   0.0780  0.0360     0.0254  0.1436
     18   0.0687  0.0316     0.0229  0.1252
     19   0.0588  0.0249     0.0209  0.1013

