Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.0028  1.4711    -3.9520 -0.2105
      1  -2.9051  1.1239    -4.5457 -1.8883
      2  -3.4987  1.0846    -5.9107 -2.8354
      3  -3.9321  1.2300    -7.2967 -3.2920
      4  -4.3512  1.4519    -8.1889 -3.5174
      5  -3.7511  0.5872    -4.2965 -3.5000
      6  -3.6825  0.4046    -3.9514 -3.5007
      7  -3.5626  0.6991    -4.0320 -3.2308
      8  -3.6914  0.7515    -4.2140 -3.4111
      9  -3.7225  0.6307    -4.1584 -3.4868
     10  -3.6907  0.4621    -3.9582 -3.5043
     11  -3.6969  0.3526    -3.9511 -3.6001
     12  -3.6856  0.2576    -3.9467 -3.6110
     13  -3.6797  0.1911    -3.9439 -3.6182
     14  -3.6866  0.1429    -3.9437 -3.6938
     15  -3.6305  0.4575    -3.9508 -3.4503
     16  -3.6145  0.3475    -3.9441 -3.4532
     17  -3.6643  0.3156    -3.9481 -3.4960
     18  -3.6809  0.2533    -3.9483 -3.5631
     19  -3.6818  0.1929    -3.9475 -3.5953

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0982  0.0605     0.0018  0.1895
      1   0.0971  0.0609     0.0018  0.1894
      2   0.0945  0.0618     0.0013  0.1891
      3   0.0891  0.0635     0.0008  0.1885
      4   0.0771  0.0641     0.0006  0.1864
      5   0.1013  0.0597     0.0045  0.1903
      6   0.1123  0.0565     0.0134  0.1918
      7   0.0613  0.0430     0.0001  0.1419
      8   0.0579  0.0419     0.0001  0.1366
      9   0.0660  0.0435     0.0011  0.1462
     10   0.0696  0.0424     0.0075  0.1481
     11   0.0748  0.0418     0.0126  0.1517
     12   0.0769  0.0410     0.0167  0.1528
     13   0.0786  0.0404     0.0199  0.1537
     14   0.0819  0.0399     0.0233  0.1559
     15   0.0383  0.0203     0.0057  0.0720
     16   0.0398  0.0199     0.0084  0.0730
     17   0.0410  0.0197     0.0093  0.0736
     18   0.0435  0.0199     0.0115  0.0759
     19   0.0446  0.0195     0.0139  0.0767

