Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.2299  1.7441    -5.9018 -0.2223
      1  -3.3951  1.5060    -7.3388 -2.1562
      2  -4.2011  1.5956    -8.2750 -3.1108
      3  -4.9861  1.7620    -8.8059 -3.5516
      4  -6.4517  1.6582    -9.1720 -4.3203
      5  -5.2023  1.0365    -7.0342 -4.0844
      6  -4.6930  0.7990    -5.9111 -3.9009
      7  -4.9554  0.7811    -6.2083 -4.3391
      8  -4.7395  0.6780    -5.5500 -4.2293
      9  -4.8222  0.5807    -5.5740 -4.5058
     10  -4.7403  0.4705    -5.2497 -4.4979
     11  -4.7282  0.3612    -5.2074 -4.5091
     12  -4.7644  0.2904    -5.2141 -4.6215
     13  -4.7813  0.2357    -5.2164 -4.7455
     14  -4.7894  0.1963    -5.2172 -4.7520
     15  -4.7802  0.1551    -5.1949 -4.7521
     16  -4.7769  0.1314    -5.1853 -4.7522
     17  -4.7742  0.1163    -5.1769 -4.7523
     18  -4.7707  0.1050    -5.1650 -4.7523
     19  -4.7496  0.0751    -5.0037 -4.7510

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0957  0.0608     0.0020  0.1890
      1   0.0915  0.0616     0.0015  0.1884
      2   0.0823  0.0620     0.0011  0.1864
      3   0.0632  0.0577     0.0008  0.1785
      4   0.0248  0.0212     0.0003  0.0623
      5   0.0292  0.0250     0.0002  0.0751
      6   0.0341  0.0287     0.0003  0.0880
      7   0.0317  0.0260     0.0003  0.0799
      8   0.0355  0.0280     0.0004  0.0871
      9   0.0398  0.0297     0.0014  0.0944
     10   0.0457  0.0313     0.0031  0.1027
     11   0.0479  0.0310     0.0059  0.1042
     12   0.0527  0.0318     0.0083  0.1100
     13   0.0565  0.0322     0.0104  0.1145
     14   0.0597  0.0325     0.0128  0.1177
     15   0.0613  0.0320     0.0152  0.1187
     16   0.0619  0.0318     0.0164  0.1191
     17   0.0626  0.0316     0.0175  0.1195
     18   0.0635  0.0314     0.0189  0.1201
     19   0.0681  0.0320     0.0216  0.1254

