Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6111  2.7304    -9.0002 -0.4840
      1  -6.9107  1.4660    -8.3974 -4.8868
      2  -5.6312  0.8386    -6.8078 -4.7634
      3  -6.1807  0.6281    -6.9528 -5.7555
      4  -5.8914  0.5219    -6.4617 -5.5934
      5  -6.0483  0.4820    -6.5460 -5.8643
      6  -6.0678  0.3692    -6.5371 -5.9075
      7  -5.6032  1.5569    -7.9286 -1.9031
      8  -5.7416  1.2462    -7.4713 -3.2496
      9  -5.8273  0.9935    -7.2071 -4.8125
     10  -5.7672  0.7956    -6.7308 -5.0606
     11  -5.7384  0.6469    -6.5107 -5.1544
     12  -5.8146  0.5289    -6.5162 -5.4171
     13  -5.7559  0.4541    -6.3162 -5.3944
     14  -5.8272  0.3970    -6.3703 -5.5610
     15  -5.7822  0.3427    -6.2849 -5.5514
     16  -5.8161  0.2838    -6.2894 -5.6036
     17  -5.6835  0.5181    -6.2857 -5.3410
     18  -5.7146  0.4159    -6.2814 -5.4562
     19  -5.7390  0.3434    -6.2806 -5.5396

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1017  0.0587     0.0068  0.1898
      2   0.1006  0.0592     0.0055  0.1897
      3   0.1008  0.0591     0.0057  0.1897
      4   0.1015  0.0586     0.0067  0.1897
      5   0.1021  0.0580     0.0075  0.1896
      6   0.1049  0.0566     0.0122  0.1899
      7   0.0129  0.0127     0.0000  0.0341
      8   0.0148  0.0125     0.0000  0.0357
      9   0.0159  0.0123     0.0001  0.0367
     10   0.0180  0.0127     0.0001  0.0393
     11   0.0198  0.0130     0.0006  0.0410
     12   0.0217  0.0133     0.0013  0.0436
     13   0.0236  0.0139     0.0018  0.0465
     14   0.0253  0.0144     0.0024  0.0488
     15   0.0272  0.0150     0.0033  0.0522
     16   0.0292  0.0153     0.0048  0.0542
     17   0.0177  0.0097     0.0009  0.0326
     18   0.0188  0.0096     0.0015  0.0333
     19   0.0198  0.0096     0.0021  0.0340

