trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  324 190.00  0.00 800.00  0.43  1
  1  698 390.00  0.00 800.00 104.00  1
  2  881 490.00  0.00 800.00 520.00  0
  3  754 420.00  0.00 800.00 260.00  1
  4  701 390.00  0.00 800.00 520.00  0
  5  844 470.00  0.00 800.00 260.00  1
  6  701 370.00  0.00 800.00 260.00  1
  7  701 370.00  0.00 800.00 260.00  0
  8    8  10.00  0.00 800.00 10.80  1
  9    9  10.00  0.00 800.00 12.90  1
 10  827 460.00  0.00 800.00 520.00  0
 11  809 450.00  0.00 800.00 520.00  0
 12  628 350.00  0.00 800.00 260.00  1
 13  665 370.00  0.00 800.00 520.00  0
 14  736 410.00  0.00 800.00 260.00  1
 15  647 360.00  0.00 800.00 520.00  0
 16  682 380.00  0.00 800.00 260.00  1
 17  647 350.00  0.00 800.00 260.00  0
 18  502 280.00  0.00 800.00 260.00  1
 19  556 310.00  0.00 800.00 260.00  1
