trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  753 420.00  0.00 800.00 156.00  1
  1 1043 580.00  0.00 800.00 520.00  0
  2  701 390.00  0.00 800.00 520.00  0
  3  754 420.00  0.00 800.00 260.00  0
  4  664 370.00  0.00 800.00 260.00  1
  5  772 430.00  0.00 800.00 260.00  0
  6  646 360.00  0.00 800.00 260.00  0
  7  664 370.00  0.00 800.00 260.00  0
  8  788 440.00  0.00 800.00 104.00  1
  9  682 380.00  0.00 800.00 260.00  0
 10  699 390.00  0.00 800.00 156.00  0
 11  680 380.00  0.00 800.00 104.00  1
 12  591 330.00  0.00 800.00 156.00  0
 13    5  10.00  0.00 800.00  4.30  1
 14  482 270.00  0.00 800.00 104.00  1
 15  536 300.00  0.00 800.00 104.00  1
 16  608 340.00  0.00 800.00 104.00  1
 17  644 360.00  0.00 800.00 104.00  1
 18  537 300.00  0.00 800.00 156.00  1
 19  843 470.00  0.00 800.00 156.00  1
