Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.1925  1.8607    -9.1617 -3.4766
      1  -4.6433  1.0375    -6.2191 -3.2589
      2  -3.8566  0.7221    -4.7248 -3.0631
      3  -3.4463  0.6473    -4.1068 -2.7903
      4  -3.2578  0.6061    -3.8044 -2.6000
      5  -3.0445  0.6484    -3.6153 -2.2181
      6  -2.7043  0.8661    -3.4161 -1.4982
      7  -2.3450  1.0253    -3.3060 -0.9724
      8  -1.9464  1.2277    -3.4034 -0.5408
      9  -1.6098  1.4811    -4.9039 -0.2674
     10  -1.4475  1.1848    -2.8370 -0.2621
     11  -1.1635  1.3011    -2.9531 -0.1407
     12  -1.0417  1.0339    -2.2977 -0.1374
     13  -0.8192  1.0483    -2.0031 -0.0896
     14  -0.7446  0.8356    -1.8241 -0.0883
     15  -0.5875  0.7827    -1.5567 -0.0666
     16  -0.4695  0.7167    -1.3173 -0.0543
     17  -0.3914  0.6135    -1.1841 -0.0486
     18  -0.5357  0.7476    -1.3715 -0.0662
     19  -0.7093  0.8870    -1.5819 -0.1002

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1032  0.0584     0.0064  0.1900
      1   0.1031  0.0587     0.0056  0.1901
      2   0.1023  0.0592     0.0048  0.1900
      3   0.0991  0.0599     0.0037  0.1895
      4   0.0978  0.0602     0.0042  0.1894
      5   0.0843  0.0596     0.0028  0.1856
      6   0.0413  0.0380     0.0004  0.1188
      7   0.0212  0.0182     0.0001  0.0537
      8   0.0121  0.0085     0.0001  0.0256
      9   0.0084  0.0051     0.0000  0.0142
     10   0.0089  0.0048     0.0001  0.0147
     11   0.0078  0.0038     0.0001  0.0124
     12   0.0081  0.0035     0.0002  0.0125
     13   0.0077  0.0032     0.0001  0.0118
     14   0.0079  0.0030     0.0003  0.0119
     15   0.0079  0.0029     0.0003  0.0118
     16   0.0080  0.0030     0.0004  0.0119
     17   0.0082  0.0031     0.0004  0.0123
     18   0.0077  0.0027     0.0003  0.0113
     19   0.0075  0.0026     0.0002  0.0104

