Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.4444  1.4535    -4.1378 -0.1430
      1  -2.1296  1.3527    -5.3932 -1.3305
      2  -2.4698  1.3925    -6.2188 -1.7657
      3  -2.7473  1.5109    -7.0032 -2.0578
      4  -3.3528  1.8753    -8.1614 -2.2030
      5  -5.2950  2.1712    -9.0348 -2.5436
      6  -6.6732  1.7791    -8.6834 -3.6743
      7  -5.6291  1.5351    -8.4393 -3.2168
      8  -4.9709  1.3085    -7.1997 -2.9619
      9  -4.3384  1.3217    -6.6681 -2.4916
     10  -4.3170  1.1657    -6.2420 -2.6953
     11  -3.8351  1.1487    -5.7391 -2.4077
     12  -4.2088  1.1053    -6.0192 -2.8162
     13  -4.1880  0.9642    -5.7601 -2.9476
     14  -4.4839  0.9125    -5.9908 -3.4003
     15  -4.2701  0.8083    -5.5094 -3.2856
     16  -4.4016  0.7239    -5.5679 -3.5757
     17  -4.2858  0.6328    -5.2808 -3.5304
     18  -4.1864  0.5667    -5.0858 -3.4836
     19  -4.2708  0.5030    -5.1320 -3.6966

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0954  0.0617     0.0001  0.1891
      1   0.0928  0.0625     0.0001  0.1888
      2   0.0910  0.0627     0.0001  0.1884
      3   0.0886  0.0635     0.0003  0.1882
      4   0.0679  0.0621     0.0001  0.1822
      5   0.0118  0.0099     0.0001  0.0273
      6   0.0088  0.0052     0.0001  0.0155
      7   0.0087  0.0053     0.0001  0.0156
      8   0.0090  0.0055     0.0001  0.0165
      9   0.0079  0.0048     0.0000  0.0134
     10   0.0085  0.0045     0.0001  0.0135
     11   0.0082  0.0043     0.0001  0.0132
     12   0.0079  0.0042     0.0001  0.0129
     13   0.0083  0.0039     0.0001  0.0130
     14   0.0083  0.0039     0.0001  0.0129
     15   0.0087  0.0041     0.0002  0.0134
     16   0.0091  0.0043     0.0003  0.0137
     17   0.0096  0.0045     0.0004  0.0149
     18   0.0101  0.0047     0.0005  0.0163
     19   0.0107  0.0049     0.0006  0.0174

