Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6272  2.7237    -9.0021 -0.5003
      1  -2.5768  1.5894    -5.0895 -0.2859
      2  -3.8498  0.9109    -5.2134 -2.7159
      3  -4.5186  0.6322    -5.3244 -3.9733
      4  -4.2143  0.4662    -4.7470 -3.8984
      5  -4.3658  0.3799    -4.8497 -4.2163
      6  -4.5024  0.3671    -4.9559 -4.3327
      7  -4.5030  0.3046    -4.9457 -4.3498
      8  -4.7608  0.6085    -5.6702 -4.4858
      9  -4.5788  0.5256    -5.2096 -4.3456
     10  -4.5364  0.3844    -4.9902 -4.3627
     11  -4.5432  0.3024    -4.9849 -4.4600
     12  -4.5474  0.2465    -4.9813 -4.4836
     13  -4.8115  0.6779    -5.7594 -4.4579
     14  -4.7527  0.5223    -5.4437 -4.4815
     15  -4.7142  0.4146    -5.2546 -4.4834
     16  -4.6833  0.3397    -5.2009 -4.4827
     17  -4.7276  0.2996    -5.2184 -4.5155
     18  -4.7327  0.2505    -5.2144 -4.5261
     19  -4.8350  0.3384    -5.3593 -4.5920

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0586     0.0071  0.1899
      1   0.1024  0.0584     0.0077  0.1899
      2   0.1016  0.0587     0.0069  0.1898
      3   0.1016  0.0589     0.0064  0.1898
      4   0.1040  0.0582     0.0086  0.1903
      5   0.1074  0.0569     0.0118  0.1907
      6   0.1059  0.0572     0.0111  0.1904
      7   0.1072  0.0564     0.0140  0.1905
      8   0.0486  0.0368     0.0024  0.1190
      9   0.0491  0.0360     0.0024  0.1170
     10   0.0534  0.0358     0.0058  0.1208
     11   0.0558  0.0355     0.0083  0.1226
     12   0.0579  0.0353     0.0103  0.1241
     13   0.0193  0.0120     0.0003  0.0386
     14   0.0211  0.0120     0.0012  0.0400
     15   0.0227  0.0119     0.0022  0.0412
     16   0.0242  0.0120     0.0035  0.0430
     17   0.0255  0.0124     0.0045  0.0453
     18   0.0262  0.0123     0.0059  0.0457
     19   0.0205  0.0097     0.0025  0.0345

