Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.8528  2.5953    -9.0248 -0.9335
      1  -2.8053  1.4687    -5.1147 -0.7151
      2  -3.9724  0.8597    -5.2267 -2.9517
      3  -3.4348  0.6075    -4.2118 -2.8958
      4  -3.8532  0.5035    -4.4298 -3.5404
      5  -3.6820  0.4707    -4.1264 -3.4391
      6  -3.7175  0.3525    -4.1190 -3.6905
      7  -3.9225  0.7000    -4.7035 -3.6193
      8  -4.0162  0.6666    -4.8250 -3.7215
      9  -4.3664  1.1559    -6.8073 -3.4124
     10  -4.2339  0.8835    -5.4927 -3.7031
     11  -4.1511  0.6955    -4.9609 -3.7429
     12  -4.0919  0.5558    -4.7095 -3.7602
     13  -4.0165  0.5068    -4.5464 -3.7306
     14  -3.9772  0.4166    -4.4503 -3.7304
     15  -3.9964  0.3335    -4.4491 -3.8039
     16  -3.9643  0.2777    -4.4020 -3.7910
     17  -3.9465  0.2267    -4.3409 -3.7876
     18  -3.9610  0.1819    -4.3481 -3.8768
     19  -3.9481  0.1496    -4.2401 -3.8671

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0069  0.1898
      1   0.1018  0.0586     0.0072  0.1898
      2   0.1012  0.0588     0.0065  0.1897
      3   0.1016  0.0584     0.0076  0.1897
      4   0.1007  0.0589     0.0064  0.1896
      5   0.1018  0.0593     0.0064  0.1901
      6   0.1124  0.0563     0.0132  0.1916
      7   0.0515  0.0390     0.0001  0.1248
      8   0.0515  0.0389     0.0006  0.1248
      9   0.0176  0.0151     0.0000  0.0439
     10   0.0203  0.0153     0.0001  0.0466
     11   0.0229  0.0155     0.0001  0.0490
     12   0.0254  0.0158     0.0012  0.0520
     13   0.0276  0.0169     0.0017  0.0561
     14   0.0300  0.0174     0.0031  0.0595
     15   0.0322  0.0175     0.0053  0.0615
     16   0.0347  0.0180     0.0072  0.0649
     17   0.0368  0.0183     0.0082  0.0672
     18   0.0389  0.0183     0.0098  0.0689
     19   0.0409  0.0185     0.0113  0.0715

