Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.4945  1.5925    -4.9234 -0.2670
      1  -1.3134  1.0768    -2.6145 -0.1447
      2  -1.9449  0.8201    -2.7649 -1.3407
      3  -2.3546  0.7782    -3.1055 -1.9447
      4  -2.5327  0.7843    -3.4929 -2.2143
      5  -2.4156  0.5572    -2.7485 -2.2100
      6  -2.3927  1.0310    -3.6654 -1.8702
      7  -2.5323  1.0592    -4.2185 -2.0728
      8  -2.5218  0.8930    -3.3475 -2.1855
      9  -2.4377  0.6649    -2.7834 -2.2029
     10  -2.4231  0.5144    -2.7012 -2.3534
     11  -2.3973  0.4377    -2.6325 -2.3092
     12  -2.3932  0.3322    -2.6311 -2.3819
     13  -2.3855  0.2430    -2.6300 -2.3837
     14  -2.3841  0.1838    -2.6294 -2.3870
     15  -2.3786  0.1335    -2.6272 -2.3871
     16  -2.3785  0.1010    -2.6270 -2.3883
     17  -2.3984  0.2512    -2.6370 -2.3882
     18  -2.3869  0.1820    -2.6315 -2.3882
     19  -2.3809  0.1341    -2.6283 -2.3882

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0999  0.0596     0.0038  0.1896
      1   0.1006  0.0594     0.0045  0.1897
      2   0.1003  0.0596     0.0040  0.1897
      3   0.0976  0.0603     0.0023  0.1893
      4   0.0967  0.0611     0.0019  0.1893
      5   0.1097  0.0574     0.0085  0.1912
      6   0.0534  0.0416     0.0001  0.1316
      7   0.0529  0.0416     0.0001  0.1306
      8   0.0613  0.0433     0.0001  0.1403
      9   0.0669  0.0420     0.0034  0.1435
     10   0.0729  0.0415     0.0089  0.1479
     11   0.0785  0.0421     0.0134  0.1545
     12   0.0835  0.0412     0.0194  0.1576
     13   0.0849  0.0405     0.0228  0.1581
     14   0.0886  0.0399     0.0274  0.1606
     15   0.0917  0.0392     0.0316  0.1625
     16   0.0950  0.0388     0.0354  0.1648
     17   0.0633  0.0285     0.0176  0.1110
     18   0.0656  0.0278     0.0220  0.1125
     19   0.0681  0.0274     0.0253  0.1145

