Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.0589  1.5544    -4.8767 -0.0919
      1  -1.4352  1.4897    -5.2746 -0.6815
      2  -1.5685  1.4121    -5.0887 -0.9928
      3  -1.8307  1.5413    -6.0716 -1.1501
      4  -3.2011  2.3599    -8.4749 -1.1766
      5  -2.3617  1.7827    -7.2255 -1.1768
      6  -3.3175  2.1444    -8.3320 -1.1614
      7  -2.9931  1.8384    -7.6724 -1.3472
      8  -2.7488  1.5292    -6.5268 -1.4184
      9  -2.4199  1.2093    -4.6286 -1.4110
     10  -2.1885  1.0465    -3.5554 -1.3670
     11  -2.6008  1.2758    -5.4094 -1.5823
     12  -2.4801  1.0126    -3.8862 -1.6171
     13  -2.4119  0.8216    -3.5715 -1.6346
     14  -2.2825  0.6972    -3.2121 -1.6045
     15  -2.3598  0.6147    -3.2577 -1.7642
     16  -2.2646  0.5313    -3.0468 -1.7170
     17  -2.3339  0.4727    -3.0850 -1.8784
     18  -2.2760  0.4089    -2.9142 -1.8656
     19  -2.3329  0.3663    -2.9659 -1.9489

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0935  0.0630     0.0001  0.1891
      1   0.0915  0.0636     0.0000  0.1888
      2   0.0945  0.0637     0.0001  0.1896
      3   0.0877  0.0653     0.0001  0.1889
      4   0.0168  0.0217     0.0000  0.0586
      5   0.0227  0.0242     0.0000  0.0680
      6   0.0075  0.0078     0.0000  0.0195
      7   0.0091  0.0078     0.0000  0.0204
      8   0.0103  0.0075     0.0000  0.0212
      9   0.0118  0.0078     0.0001  0.0236
     10   0.0132  0.0083     0.0001  0.0258
     11   0.0098  0.0064     0.0000  0.0188
     12   0.0104  0.0061     0.0001  0.0191
     13   0.0108  0.0059     0.0003  0.0192
     14   0.0116  0.0061     0.0005  0.0200
     15   0.0123  0.0064     0.0006  0.0207
     16   0.0131  0.0066     0.0008  0.0223
     17   0.0139  0.0069     0.0009  0.0239
     18   0.0147  0.0070     0.0012  0.0250
     19   0.0155  0.0073     0.0014  0.0260

