Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.6075  2.1685    -9.1009 -2.3806
      1  -3.8208  1.1929    -5.6827 -2.2018
      2  -4.7431  0.7514    -5.7711 -3.9724
      3  -4.3256  0.5577    -4.9954 -3.8579
      4  -4.0559  0.4938    -4.5847 -3.7193
      5  -4.2314  0.4413    -4.6945 -4.0414
      6  -4.1976  0.3384    -4.4766 -4.0470
      7  -4.2213  0.2451    -4.4763 -4.2214
      8  -4.2221  0.1818    -4.4757 -4.2230
      9  -4.2183  0.1345    -4.4732 -4.2233
     10  -4.2191  0.1044    -4.4730 -4.2242
     11  -4.2194  0.0852    -4.4729 -4.2248
     12  -4.2933  0.2073    -4.7106 -4.2290
     13  -4.2932  0.1772    -4.7093 -4.2301
     14  -4.2849  0.1506    -4.6994 -4.2298
     15  -4.2341  0.1068    -4.5815 -4.2263
     16  -4.2320  0.0919    -4.5645 -4.2263
     17  -4.2328  0.0837    -4.5635 -4.2272
     18  -4.2332  0.0789    -4.5625 -4.2278
     19  -4.2334  0.0763    -4.5617 -4.2281

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0589     0.0061  0.1898
      1   0.1011  0.0589     0.0060  0.1897
      2   0.1009  0.0591     0.0057  0.1897
      3   0.1022  0.0586     0.0072  0.1899
      4   0.1014  0.0586     0.0069  0.1897
      5   0.1039  0.0585     0.0079  0.1903
      6   0.1132  0.0558     0.0146  0.1916
      7   0.1216  0.0525     0.0245  0.1926
      8   0.1228  0.0514     0.0284  0.1927
      9   0.1244  0.0502     0.0327  0.1928
     10   0.1251  0.0496     0.0348  0.1929
     11   0.1256  0.0492     0.0360  0.1929
     12   0.0691  0.0391     0.0149  0.1430
     13   0.0698  0.0389     0.0160  0.1434
     14   0.0716  0.0385     0.0182  0.1444
     15   0.0786  0.0403     0.0211  0.1537
     16   0.0793  0.0400     0.0223  0.1541
     17   0.0801  0.0398     0.0233  0.1545
     18   0.0807  0.0396     0.0242  0.1548
     19   0.0810  0.0395     0.0247  0.1549

