Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6852  2.6909    -9.0079 -0.6151
      1  -6.7860  1.5282    -8.8469 -4.6433
      2  -7.9581  0.9459    -4.6622 -6.8994
      3  -8.4917  0.7244    -2.7335 -7.8937
      4  -8.1277  0.6642    -9.0368 -7.6878
      5  -8.3159  0.6132    -9.1595 -7.9880
      6  -8.4745  0.6118    -7.0473 -8.1902
      7  -8.3858  0.5307    -9.0490 -8.1769
      8  -8.4426  0.4339    -9.0693 -8.2469
      9  -8.4148  0.3421    -8.8969 -8.2442
     10  -8.2293  0.9861    -9.1824 -7.7007
     11  -8.3182  0.7635    -9.1776 -7.9800
     12  -8.3117  0.6165    -9.0601 -8.0163
     13  -8.2963  0.5008    -8.9172 -8.0344
     14  -8.3661  0.4529    -8.9457 -8.1716
     15  -8.3818  0.3575    -8.9356 -8.1827
     16  -8.3902  0.2934    -8.9267 -8.1903
     17  -8.3968  0.2519    -8.9181 -8.1980
     18  -8.3450  0.4061    -9.0206 -8.1590
     19  -8.3153  0.3403    -8.9047 -8.1500

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0586     0.0071  0.1899
      1   0.1017  0.0587     0.0069  0.1898
      2   0.1024  0.0584     0.0079  0.1899
      3   0.1046  0.0576     0.0100  0.1902
      4   0.1011  0.0586     0.0081  0.1898
      5   0.1024  0.0579     0.0098  0.1899
      6   0.0968  0.0570     0.0098  0.1881
      7   0.1080  0.0573     0.0123  0.1911
      8   0.1156  0.0560     0.0175  0.1926
      9   0.1249  0.0529     0.0251  0.1936
     10   0.0488  0.0370     0.0008  0.1186
     11   0.0534  0.0370     0.0037  0.1226
     12   0.0588  0.0374     0.0070  0.1278
     13   0.0640  0.0377     0.0096  0.1328
     14   0.0677  0.0387     0.0114  0.1383
     15   0.0705  0.0381     0.0149  0.1402
     16   0.0727  0.0376     0.0176  0.1417
     17   0.0757  0.0374     0.0209  0.1439
     18   0.0493  0.0252     0.0106  0.0922
     19   0.0526  0.0253     0.0134  0.0954

