Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.3600  2.0381    -6.6154 -0.3560
      1  -5.0260  1.1463    -6.7886 -3.5311
      2  -4.0995  0.7159    -5.0027 -3.4418
      3  -3.6927  0.6072    -4.3502 -3.2609
      4  -3.5216  0.5508    -3.9911 -3.1732
      5  -3.6981  0.4608    -4.1229 -3.5018
      6  -3.9084  0.8760    -4.9476 -3.3700
      7  -4.0076  0.8310    -4.9966 -3.6154
      8  -4.3471  1.4600    -7.7001 -1.8824
      9  -4.3066  1.1669    -6.6566 -3.0479
     10  -4.2788  0.9323    -5.7765 -3.5812
     11  -4.1739  0.7347    -5.1370 -3.6926
     12  -4.1016  0.5932    -4.8026 -3.7063
     13  -4.2974  0.8518    -5.3382 -3.6750
     14  -4.2842  0.6715    -5.1523 -3.7581
     15  -4.2444  0.5415    -4.9634 -3.7839
     16  -4.2738  0.4534    -4.9567 -3.9351
     17  -4.2296  0.3816    -4.8266 -3.9242
     18  -4.2587  0.3294    -4.8356 -3.9811
     19  -4.2195  0.2855    -4.7248 -3.9748

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1007  0.0592     0.0054  0.1897
      1   0.1005  0.0593     0.0052  0.1897
      2   0.1006  0.0593     0.0049  0.1897
      3   0.1002  0.0595     0.0045  0.1896
      4   0.1030  0.0591     0.0056  0.1902
      5   0.1063  0.0579     0.0081  0.1906
      6   0.0476  0.0389     0.0001  0.1210
      7   0.0485  0.0390     0.0001  0.1222
      8   0.0139  0.0138     0.0000  0.0375
      9   0.0158  0.0136     0.0000  0.0391
     10   0.0171  0.0134     0.0001  0.0399
     11   0.0195  0.0137     0.0001  0.0423
     12   0.0218  0.0141     0.0007  0.0453
     13   0.0140  0.0091     0.0001  0.0274
     14   0.0146  0.0088     0.0002  0.0275
     15   0.0156  0.0088     0.0007  0.0287
     16   0.0167  0.0089     0.0011  0.0301
     17   0.0179  0.0090     0.0015  0.0316
     18   0.0189  0.0091     0.0020  0.0327
     19   0.0201  0.0093     0.0026  0.0337

