Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2575  1.4567    -4.2185 -0.1209
      1  -1.7936  1.3761    -5.0934 -1.0644
      2  -2.1450  1.4498    -6.0839 -1.4545
      3  -2.4596  1.6294    -7.0590 -1.6716
      4  -4.0434  2.3591    -8.7700 -1.7862
      5  -5.7539  2.1902    -9.1221 -2.1577
      6  -4.4938  1.8070    -8.1947 -1.8749
      7  -4.4710  1.6647    -7.8949 -2.1664
      8  -5.2785  1.6398    -8.4825 -2.7301
      9  -4.9438  1.3184    -7.2540 -2.9298
     10  -4.5496  1.1756    -6.4043 -2.7557
     11  -4.7819  1.0089    -6.3971 -3.4681
     12  -4.5696  0.8901    -5.8864 -3.3901
     13  -4.7727  0.7994    -5.9915 -3.8212
     14  -4.6411  0.7070    -5.6842 -3.7668
     15  -4.7536  0.6179    -5.7241 -4.0434
     16  -4.7010  0.5404    -5.5456 -4.0378
     17  -4.7882  0.4779    -5.6048 -4.2460
     18  -4.7261  0.4293    -5.4737 -4.2267
     19  -4.7974  0.3847    -5.4992 -4.3463

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0952  0.0622     0.0001  0.1892
      1   0.0937  0.0630     0.0001  0.1892
      2   0.0914  0.0640     0.0001  0.1890
      3   0.0859  0.0654     0.0001  0.1885
      4   0.0180  0.0229     0.0000  0.0628
      5   0.0070  0.0047     0.0000  0.0127
      6   0.0071  0.0052     0.0000  0.0133
      7   0.0080  0.0049     0.0000  0.0135
      8   0.0071  0.0042     0.0000  0.0122
      9   0.0078  0.0042     0.0000  0.0129
     10   0.0081  0.0044     0.0001  0.0132
     11   0.0087  0.0045     0.0001  0.0137
     12   0.0091  0.0047     0.0001  0.0146
     13   0.0096  0.0050     0.0002  0.0162
     14   0.0102  0.0052     0.0003  0.0174
     15   0.0108  0.0054     0.0005  0.0185
     16   0.0114  0.0055     0.0006  0.0191
     17   0.0121  0.0057     0.0007  0.0198
     18   0.0127  0.0059     0.0009  0.0203
     19   0.0134  0.0061     0.0010  0.0207

