Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2426  1.4062    -3.7652 -0.1220
      1  -1.7560  1.2869    -4.4202 -1.0658
      2  -2.0629  1.3036    -5.2065 -1.4637
      3  -2.2933  1.4065    -6.0920 -1.6800
      4  -3.5307  2.2002    -8.5056 -1.7550
      5  -5.2067  2.2977    -9.0343 -1.8765
      6  -6.4239  2.1576    -8.6218 -2.0121
      7  -6.6575  1.9573    -8.1135 -2.8549
      8  -7.3385  1.6879    -5.6405 -3.9730
      9  -7.4951  1.4655    -5.4301 -5.1328
     10  -7.8817  1.2434    -4.1675 -6.2140
     11  -7.9555  1.0846    -4.0956 -6.4282
     12  -8.1948  0.9419    -3.2868 -6.9266
     13  -8.3389  0.8276    -2.8452 -7.2241
     14  -8.4335  0.7328    -2.5753 -7.4240
     15  -8.5013  0.6576    -2.3859 -7.5588
     16  -8.5511  0.6001    -2.2468 -7.6657
     17  -8.5974  0.5545    -2.1109 -7.7475
     18  -8.6326  0.5195    -2.0083 -7.8246
     19  -8.6597  0.4933    -1.9294 -7.8973

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0956  0.0619     0.0001  0.1892
      1   0.0946  0.0625     0.0001  0.1892
      2   0.0933  0.0629     0.0001  0.1890
      3   0.0900  0.0638     0.0001  0.1886
      4   0.0246  0.0305     0.0000  0.0865
      5   0.0067  0.0051     0.0000  0.0129
      6   0.0058  0.0039     0.0000  0.0097
      7   0.0066  0.0035     0.0000  0.0103
      8   0.0069  0.0034     0.0000  0.0107
      9   0.0073  0.0031     0.0001  0.0110
     10   0.0076  0.0031     0.0001  0.0114
     11   0.0078  0.0029     0.0003  0.0115
     12   0.0079  0.0030     0.0003  0.0119
     13   0.0082  0.0031     0.0004  0.0123
     14   0.0084  0.0033     0.0005  0.0127
     15   0.0087  0.0035     0.0005  0.0130
     16   0.0090  0.0036     0.0005  0.0132
     17   0.0093  0.0038     0.0006  0.0134
     18   0.0096  0.0040     0.0006  0.0136
     19   0.0099  0.0041     0.0006  0.0138

