Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.1656  1.3949    -3.6438 -0.1131
      1  -1.6875  1.2906    -4.3548 -1.0366
      2  -1.4366  1.1847    -3.1346 -0.9053
      3  -1.5866  1.1648    -3.3709 -1.1615
      4  -1.5087  0.9102    -2.0452 -1.3299
      5  -1.4111  0.6823    -1.6486 -1.3297
      6  -1.3665  0.4867    -1.5847 -1.3302
      7  -1.3511  0.3554    -1.5832 -1.3340
      8  -1.5387  0.8635    -1.9447 -1.3358
      9  -1.4627  0.6382    -1.8266 -1.3363
     10  -1.4219  0.4665    -1.8102 -1.3366
     11  -1.3986  0.3440    -1.7991 -1.3368
     12  -1.3936  0.2629    -1.7978 -1.3391
     13  -1.3968  0.2146    -1.8016 -1.3410
     14  -1.4006  0.1809    -1.8049 -1.3421
     15  -1.3972  0.1520    -1.8029 -1.3420
     16  -1.3949  0.1351    -1.8014 -1.3420
     17  -1.3919  0.1249    -1.7992 -1.3418
     18  -1.3895  0.1189    -1.7972 -1.3416
     19  -1.3880  0.1156    -1.7960 -1.3415

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0957  0.0618     0.0001  0.1891
      1   0.0934  0.0626     0.0001  0.1888
      2   0.0978  0.0616     0.0001  0.1896
      3   0.0989  0.0614     0.0001  0.1897
      4   0.1089  0.0584     0.0020  0.1911
      5   0.1190  0.0542     0.0163  0.1923
      6   0.1216  0.0520     0.0263  0.1925
      7   0.1247  0.0499     0.0342  0.1927
      8   0.0674  0.0414     0.0027  0.1434
      9   0.0714  0.0403     0.0114  0.1457
     10   0.0738  0.0394     0.0167  0.1471
     11   0.0759  0.0388     0.0204  0.1484
     12   0.0779  0.0383     0.0230  0.1496
     13   0.0810  0.0385     0.0256  0.1528
     14   0.0837  0.0387     0.0280  0.1557
     15   0.0843  0.0384     0.0289  0.1560
     16   0.0848  0.0382     0.0297  0.1562
     17   0.0856  0.0380     0.0307  0.1567
     18   0.0863  0.0379     0.0316  0.1570
     19   0.0867  0.0377     0.0324  0.1573

