Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.6668  1.6226    -9.2103 -4.4317
      1  -7.9087  1.0737    -4.7126 -6.8682
      2  -7.2013  0.8662    -8.2168 -6.6435
      3  -7.4974  0.8128    -8.4961 -7.1437
      4  -7.2786  0.7916    -7.9001 -6.9823
      5  -6.2208  2.1300    -8.8176 -1.3131
      6  -6.5779  1.7863    -8.7691 -2.1425
      7  -6.8218  1.4571    -8.7292 -3.7085
      8  -6.9694  1.1917    -8.7013 -5.3645
      9  -7.1639  1.0042    -8.7711 -6.2626
     10  -7.0343  0.8427    -8.2658 -6.2897
     11  -7.1528  0.7216    -8.3319 -6.6268
     12  -7.0270  0.6939    -8.0461 -6.5338
     13  -6.9661  0.5635    -7.6967 -6.5437
     14  -7.0905  0.5575    -7.8556 -6.7171
     15  -7.1578  0.4910    -7.8867 -6.8694
     16  -7.1134  0.3910    -7.6546 -6.8680
     17  -7.2551  0.6127    -8.1445 -6.8858
     18  -7.2283  0.4930    -7.9030 -6.8946
     19  -7.2079  0.4019    -7.8157 -6.8995

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1002  0.0596     0.0039  0.1897
      1   0.1008  0.0593     0.0046  0.1897
      2   0.0976  0.0602     0.0026  0.1892
      3   0.0970  0.0599     0.0034  0.1890
      4   0.0991  0.0600     0.0025  0.1895
      5   0.0110  0.0131     0.0000  0.0340
      6   0.0134  0.0133     0.0000  0.0366
      7   0.0150  0.0132     0.0000  0.0381
      8   0.0161  0.0131     0.0001  0.0389
      9   0.0182  0.0137     0.0002  0.0414
     10   0.0206  0.0146     0.0006  0.0456
     11   0.0228  0.0152     0.0011  0.0481
     12   0.0231  0.0152     0.0011  0.0484
     13   0.0254  0.0156     0.0017  0.0515
     14   0.0260  0.0159     0.0018  0.0526
     15   0.0281  0.0165     0.0025  0.0552
     16   0.0304  0.0167     0.0038  0.0580
     17   0.0208  0.0120     0.0013  0.0399
     18   0.0223  0.0120     0.0020  0.0409
     19   0.0235  0.0119     0.0028  0.0418

