Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.9267  1.6004    -5.0545 -0.1933
      1  -2.9192  1.4246    -6.6307 -1.8698
      2  -3.5035  1.5114    -7.6460 -2.6098
      3  -2.8519  0.7791    -3.3988 -2.4639
      4  -2.6864  0.7143    -3.1100 -2.3796
      5  -2.7024  0.5542    -3.0791 -2.6403
      6  -2.6579  0.4040    -2.8960 -2.6408
      7  -2.6412  0.3163    -2.8907 -2.6404
      8  -2.6249  0.3975    -2.8901 -2.4571
      9  -2.6118  0.3206    -2.8884 -2.4514
     10  -2.4016  1.1588    -4.3364 -1.3013
     11  -2.4188  0.9092    -2.8950 -1.8207
     12  -2.4253  0.7188    -2.8647 -2.0919
     13  -2.4324  0.5756    -2.8537 -2.1764
     14  -2.4314  0.4500    -2.8473 -2.2554
     15  -2.3932  0.3747    -2.7704 -2.2339
     16  -2.3887  0.2824    -2.7615 -2.2712
     17  -2.3952  0.2231    -2.7680 -2.3769
     18  -2.3797  0.1762    -2.6421 -2.3759
     19  -2.3852  0.1404    -2.6579 -2.3823

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0958  0.0612     0.0010  0.1891
      1   0.0919  0.0621     0.0006  0.1885
      2   0.0867  0.0628     0.0007  0.1876
      3   0.1027  0.0596     0.0022  0.1902
      4   0.1019  0.0595     0.0026  0.1900
      5   0.1135  0.0561     0.0114  0.1917
      6   0.1217  0.0528     0.0228  0.1926
      7   0.1283  0.0505     0.0310  0.1936
      8   0.1140  0.0535     0.0182  0.1906
      9   0.1188  0.0527     0.0223  0.1916
     10   0.0248  0.0191     0.0001  0.0576
     11   0.0288  0.0191     0.0001  0.0609
     12   0.0324  0.0191     0.0013  0.0642
     13   0.0356  0.0192     0.0047  0.0673
     14   0.0381  0.0190     0.0081  0.0693
     15   0.0400  0.0193     0.0094  0.0720
     16   0.0410  0.0189     0.0114  0.0726
     17   0.0430  0.0189     0.0140  0.0745
     18   0.0449  0.0191     0.0151  0.0765
     19   0.0467  0.0192     0.0165  0.0786

