trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1347 750.00  0.00 800.00 156.00  0
  1  661 370.00  0.00 800.00 52.00  0
  2  654 370.00  0.00 800.00  6.44  1
  3  676 380.00  0.00 800.00 17.20  0
  4  745 420.00  0.00 800.00  8.60  0
  5  744 420.00  0.00 800.00  6.44  1
  6  745 410.00  0.00 800.00 10.80  0
  7  744 430.00  0.00 800.00  4.30  1
  8  744 400.00  0.00 800.00  8.60  1
  9  745 420.00  0.00 800.00  8.60  0
 10  674 380.00  0.00 800.00 10.80  0
 11  744 420.00  0.00 800.00  6.44  1
 12  674 400.00  0.00 800.00  8.60  1
 13  674 360.00  0.00 800.00  8.60  1
 14  674 390.00  0.00 800.00 12.90  0
 15  674 390.00  0.00 800.00  8.60  0
 16  744 420.00  0.00 800.00  6.44  1
 17  745 420.00  0.00 800.00  8.60  1
 18  692 390.00  0.00 800.00 10.80  1
 19  763 430.00  0.00 800.00  8.60  1
