Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.5131  1.6860    -9.1937 -4.1211
      1  -5.1199  0.9525    -6.5236 -3.9910
      2  -4.4700  0.6805    -5.2769 -3.8533
      3  -4.0600  0.6394    -4.6664 -3.5970
      4  -4.2452  0.5923    -4.7775 -4.0056
      5  -4.2010  0.4546    -4.4967 -4.0247
      6  -4.2250  0.3342    -4.4782 -4.2207
      7  -4.2196  0.2432    -4.4755 -4.2217
      8  -4.2212  0.1782    -4.4749 -4.2237
      9  -4.2247  0.1335    -4.4746 -4.2276
     10  -4.3161  0.3412    -4.7307 -4.2301
     11  -4.2558  0.2790    -4.6687 -4.2269
     12  -4.3052  1.4083    -7.5721 -1.8374
     13  -4.2708  1.0976    -6.3079 -3.0491
     14  -4.2470  0.8415    -5.1304 -3.6908
     15  -4.2322  0.6475    -4.9361 -3.7851
     16  -4.2013  0.5153    -4.7465 -3.8260
     17  -4.2235  0.4147    -4.7359 -3.9665
     18  -4.2011  0.3371    -4.6981 -3.9696
     19  -4.2202  0.2777    -4.6978 -4.0038

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1012  0.0591     0.0051  0.1898
      1   0.1008  0.0593     0.0044  0.1897
      2   0.1006  0.0593     0.0043  0.1897
      3   0.0984  0.0605     0.0023  0.1895
      4   0.1007  0.0603     0.0022  0.1900
      5   0.1117  0.0573     0.0088  0.1915
      6   0.1207  0.0535     0.0201  0.1926
      7   0.1226  0.0519     0.0265  0.1927
      8   0.1241  0.0507     0.0309  0.1928
      9   0.1280  0.0486     0.0376  0.1932
     10   0.0686  0.0404     0.0110  0.1440
     11   0.0767  0.0415     0.0153  0.1527
     12   0.0143  0.0133     0.0000  0.0362
     13   0.0164  0.0130     0.0000  0.0377
     14   0.0177  0.0126     0.0001  0.0385
     15   0.0185  0.0123     0.0002  0.0389
     16   0.0200  0.0124     0.0009  0.0402
     17   0.0216  0.0125     0.0015  0.0414
     18   0.0230  0.0125     0.0023  0.0432
     19   0.0245  0.0126     0.0033  0.0449

