trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1036 580.00  0.00 800.00 17.20  1
  1  791 440.00  0.00 800.00 520.00  0
  2  753 420.00  0.00 800.00 156.00  0
  3  608 340.00  0.00 800.00 104.00  0
  4  769 430.00  0.00 800.00 52.00  1
  5  626 350.00  0.00 800.00 104.00  0
  6  751 420.00  0.00 800.00 52.00  1
  7  626 360.00  0.00 800.00 156.00  0
  8  626 350.00  0.00 800.00 52.00  1
  9  751 420.00  0.00 800.00 52.00  1
 10  859 480.00  0.00 800.00 52.00  1
 11  626 350.00  0.00 800.00 104.00  0
 12  626 340.00  0.00 800.00 52.00  0
 13    4  10.00  0.00 800.00  3.00  1
 14    3  10.00  0.00 800.00  2.00  1
 15    2  10.00  0.00 800.00  1.00  1
 16  824 460.00  0.00 800.00 104.00  0
 17  589 330.00  0.00 800.00 52.00  1
 18  770 430.00  0.00 800.00 104.00  0
 19  625 350.00  0.00 800.00 52.00  1
