Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.5108  1.9595    -7.0411 -0.2425
      1  -3.8937  1.7055    -8.1480 -2.4136
      2  -2.8319  0.8120    -3.5724 -2.2652
      3  -2.5402  0.7466    -3.0818 -2.1162
      4  -2.3763  0.7370    -2.8352 -1.8309
      5  -2.1542  1.2297    -4.0834 -0.6795
      6  -2.2780  0.9633    -2.9300 -1.6217
      7  -2.4843  1.0755    -4.1271 -1.8940
      8  -2.5121  0.9367    -3.2960 -2.1382
      9  -2.4850  0.7511    -2.9181 -2.2363
     10  -2.9044  1.4189    -6.7956 -2.1197
     11  -2.7387  1.0898    -4.7428 -2.2034
     12  -2.6146  0.8406    -3.3403 -2.2422
     13  -2.5366  0.6523    -3.0471 -2.2621
     14  -2.4730  0.5509    -2.8876 -2.2434
     15  -2.4242  0.4618    -2.8476 -2.2278
     16  -2.4024  0.3506    -2.8216 -2.2396
     17  -2.3862  0.2737    -2.7864 -2.2465
     18  -2.3172  0.5221    -2.7170 -1.9711
     19  -2.3354  0.4095    -2.7082 -2.1253

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0950  0.0603     0.0027  0.1887
      1   0.0891  0.0606     0.0020  0.1874
      2   0.1008  0.0595     0.0025  0.1897
      3   0.0997  0.0599     0.0025  0.1896
      4   0.0975  0.0602     0.0024  0.1892
      5   0.0419  0.0403     0.0001  0.1232
      6   0.0530  0.0421     0.0001  0.1350
      7   0.0448  0.0354     0.0001  0.1100
      8   0.0513  0.0374     0.0001  0.1198
      9   0.0575  0.0378     0.0013  0.1260
     10   0.0223  0.0183     0.0000  0.0533
     11   0.0244  0.0178     0.0001  0.0543
     12   0.0271  0.0176     0.0001  0.0564
     13   0.0296  0.0174     0.0017  0.0588
     14   0.0323  0.0181     0.0033  0.0621
     15   0.0349  0.0187     0.0051  0.0660
     16   0.0363  0.0184     0.0074  0.0670
     17   0.0380  0.0184     0.0087  0.0683
     18   0.0242  0.0126     0.0022  0.0440
     19   0.0260  0.0125     0.0040  0.0455

