Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.5880  1.6280    -5.1301 -0.2770
      1  -3.8555  0.9555    -5.2423 -2.7050
      2  -3.2064  0.7103    -4.0278 -2.6439
      3  -2.8133  0.7024    -3.3970 -2.4016
      4  -2.6414  0.7177    -3.1162 -2.1246
      5  -2.4211  1.2086    -4.2910 -0.8619
      6  -2.5529  0.9303    -3.2940 -1.9094
      7  -2.7242  0.9738    -3.8115 -2.1916
      8  -2.7479  0.8290    -3.3964 -2.4132
      9  -2.7320  0.6628    -3.1950 -2.5320
     10  -2.6782  0.4965    -3.0182 -2.5461
     11  -2.6639  0.3684    -2.9733 -2.6153
     12  -2.6441  0.2733    -2.8964 -2.6180
     13  -2.6481  0.2094    -2.8961 -2.6464
     14  -2.6461  0.1562    -2.8955 -2.6481
     15  -2.6399  0.1151    -2.8914 -2.6480
     16  -2.6352  0.1121    -2.8895 -2.6455
     17  -2.6334  0.0876    -2.8887 -2.6453
     18  -2.6356  0.0651    -2.8887 -2.6479
     19  -2.6381  0.0468    -2.8888 -2.6506

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1012  0.0591     0.0048  0.1898
      1   0.1010  0.0592     0.0045  0.1898
      2   0.1009  0.0591     0.0048  0.1897
      3   0.0984  0.0601     0.0027  0.1894
      4   0.0974  0.0609     0.0022  0.1894
      5   0.0400  0.0383     0.0001  0.1162
      6   0.0503  0.0400     0.0001  0.1272
      7   0.0476  0.0377     0.0001  0.1184
      8   0.0547  0.0398     0.0001  0.1285
      9   0.0612  0.0403     0.0025  0.1349
     10   0.0665  0.0394     0.0084  0.1383
     11   0.0689  0.0386     0.0126  0.1397
     12   0.0727  0.0380     0.0170  0.1424
     13   0.0769  0.0378     0.0210  0.1460
     14   0.0782  0.0374     0.0229  0.1467
     15   0.0813  0.0369     0.0268  0.1490
     16   0.0819  0.0371     0.0274  0.1501
     17   0.0850  0.0371     0.0298  0.1528
     18   0.0864  0.0367     0.0320  0.1537
     19   0.0894  0.0365     0.0351  0.1562

