Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.9539  2.5375    -9.0349 -1.1278
      1  -2.6443  1.2856    -4.6174 -0.8850
      2  -1.6142  0.8453    -2.6195 -0.7411
      3  -2.0473  0.6612    -2.7353 -1.5977
      4  -2.3143  0.5961    -2.8801 -1.9970
      5  -2.1503  0.5442    -2.5763 -1.9045
      6  -2.0944  0.4641    -2.3691 -1.8792
      7  -2.0937  0.3422    -2.3676 -1.9179
      8  -2.0806  0.2556    -2.3636 -1.9194
      9  -2.0736  0.2002    -2.3616 -1.9188
     10  -2.0759  0.1566    -2.3615 -1.9314
     11  -2.0714  0.1362    -2.3607 -1.9256
     12  -2.0706  0.1210    -2.3604 -1.9258
     13  -2.0601  0.1231    -2.3596 -1.9093
     14  -2.0482  0.1272    -2.3587 -1.8968
     15  -2.0481  0.1238    -2.3586 -1.8970
     16  -2.0520  0.1163    -2.3588 -1.9034
     17  -2.0518  0.1154    -2.3588 -1.9033
     18  -2.0532  0.1129    -2.3589 -1.9057
     19  -2.0533  0.1126    -2.3589 -1.9058

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0585     0.0074  0.1899
      1   0.1020  0.0586     0.0071  0.1898
      2   0.1020  0.0585     0.0073  0.1898
      3   0.1024  0.0585     0.0075  0.1899
      4   0.1015  0.0586     0.0070  0.1897
      5   0.1027  0.0576     0.0088  0.1897
      6   0.1103  0.0571     0.0126  0.1915
      7   0.1146  0.0548     0.0197  0.1919
      8   0.1178  0.0531     0.0250  0.1922
      9   0.1215  0.0516     0.0295  0.1927
     10   0.1229  0.0506     0.0329  0.1928
     11   0.1264  0.0497     0.0361  0.1933
     12   0.1279  0.0489     0.0383  0.1935
     13   0.1292  0.0493     0.0385  0.1939
     14   0.1296  0.0498     0.0383  0.1942
     15   0.1305  0.0493     0.0396  0.1943
     16   0.1317  0.0485     0.0424  0.1944
     17   0.1325  0.0481     0.0434  0.1944
     18   0.1330  0.0477     0.0445  0.1945
     19   0.1335  0.0474     0.0452  0.1945

