Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.6130  1.2925    -3.1616 -0.1713
      1  -0.8777  1.1333    -1.8519 -0.0926
      2  -0.5004  1.1284    -1.2585 -0.0511
      3  -0.3210  1.0035    -0.7444 -0.0370
      4  -0.2042  0.9977    -0.5173 -0.0252
      5  -0.1197  0.7169    -0.4538 -0.0248
      6  -0.0766  0.5112    -0.4213 -0.0246
      7  -0.0611  0.3963    -0.4195 -0.0247
      8  -0.0493  0.2929    -0.4116 -0.0246
      9  -0.0415  0.2131    -0.4011 -0.0246
     10  -0.0391  0.1662    -0.4024 -0.0246
     11  -0.0373  0.1318    -0.4007 -0.0246
     12  -0.0359  0.1078    -0.3972 -0.0245
     13  -0.0347  0.0931    -0.3932 -0.0245
     14  -0.0351  0.0869    -0.3964 -0.0245
     15  -0.0348  0.0823    -0.3952 -0.0245
     16  -0.0349  0.0804    -0.3960 -0.0245
     17  -0.0348  0.0792    -0.3959 -0.0245
     18  -0.0349  0.0788    -0.3966 -0.0245
     19  -0.0348  0.0782    -0.3958 -0.0245

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0992  0.0604     0.0002  0.1896
      1   0.0994  0.0601     0.0005  0.1896
      2   0.1006  0.0599     0.0004  0.1898
      3   0.1048  0.0583     0.0055  0.1903
      4   0.1055  0.0576     0.0070  0.1903
      5   0.1087  0.0556     0.0156  0.1906
      6   0.1103  0.0545     0.0197  0.1907
      7   0.1164  0.0531     0.0245  0.1918
      8   0.1188  0.0518     0.0285  0.1920
      9   0.1195  0.0512     0.0302  0.1921
     10   0.1229  0.0499     0.0342  0.1925
     11   0.1239  0.0493     0.0362  0.1926
     12   0.1242  0.0491     0.0369  0.1926
     13   0.1245  0.0488     0.0377  0.1926
     14   0.1271  0.0479     0.0408  0.1930
     15   0.1272  0.0478     0.0411  0.1930
     16   0.1286  0.0471     0.0433  0.1931
     17   0.1295  0.0466     0.0448  0.1932
     18   0.1307  0.0460     0.0467  0.1933
     19   0.1308  0.0459     0.0469  0.1933

