Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.6763  2.1332    -9.1082 -2.5002
      1  -3.8851  1.1601    -5.6861 -2.2957
      2  -2.9666  0.7548    -3.9267 -2.1614
      3  -2.5599  0.6243    -3.1638 -2.0788
      4  -2.2804  0.6094    -2.7987 -1.8614
      5  -2.4294  0.5341    -2.8613 -2.2329
      6  -2.3800  0.4109    -2.6357 -2.2308
      7  -2.3919  0.3009    -2.6349 -2.3824
      8  -2.3792  0.2181    -2.6294 -2.3828
      9  -2.3463  0.6126    -2.6346 -2.0785
     10  -2.3877  0.4982    -2.6344 -2.1949
     11  -2.3597  0.9026    -2.8621 -1.8929
     12  -2.2869  0.7386    -2.6324 -1.9049
     13  -2.2002  0.7481    -2.6159 -1.7735
     14  -2.1957  0.5702    -2.6025 -1.9801
     15  -2.3212  0.7450    -2.6358 -2.0245
     16  -2.3738  0.6994    -2.6373 -2.1263
     17  -2.3885  0.5908    -2.6355 -2.1604
     18  -2.3829  0.8951    -2.8567 -2.0895
     19  -2.3283  0.6780    -2.6365 -2.1223

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1025  0.0585     0.0071  0.1899
      1   0.1024  0.0586     0.0067  0.1900
      2   0.1028  0.0587     0.0064  0.1901
      3   0.1032  0.0587     0.0068  0.1902
      4   0.1008  0.0597     0.0053  0.1900
      5   0.1067  0.0580     0.0080  0.1907
      6   0.1163  0.0552     0.0148  0.1920
      7   0.1239  0.0515     0.0269  0.1928
      8   0.1275  0.0491     0.0357  0.1931
      9   0.0640  0.0412     0.0037  0.1394
     10   0.0724  0.0416     0.0083  0.1476
     11   0.0381  0.0263     0.0001  0.0829
     12   0.0413  0.0266     0.0010  0.0868
     13   0.0391  0.0264     0.0009  0.0849
     14   0.0429  0.0259     0.0037  0.0877
     15   0.0342  0.0205     0.0008  0.0680
     16   0.0367  0.0211     0.0016  0.0714
     17   0.0403  0.0215     0.0041  0.0751
     18   0.0281  0.0168     0.0001  0.0546
     19   0.0299  0.0162     0.0017  0.0553

