Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.9608  0.1412    -4.3763 -3.8319
      1  -4.1306  0.1949    -4.5331 -3.9743
      2  -4.2133  0.1569    -4.6127 -4.0678
      3  -4.2350  0.1280    -4.6269 -4.2191
      4  -4.3366  0.2031    -4.7308 -4.2291
      5  -4.3390  0.1822    -4.7304 -4.2318
      6  -4.4760  0.2784    -4.9615 -4.2623
      7  -4.6431  0.5932    -5.4131 -4.2707
      8  -4.7900  0.7710    -5.7717 -4.2974
      9  -4.7893  0.6108    -5.6691 -4.3664
     10  -5.0471  1.1870    -7.0663 -3.2658
     11  -5.0626  0.9461    -6.4273 -4.2777
     12  -5.0707  0.7703    -6.2278 -4.4326
     13  -5.0748  0.6523    -6.1452 -4.4902
     14  -5.2896  0.7711    -6.5017 -4.5844
     15  -5.2969  0.6699    -6.4361 -4.6302
     16  -5.2254  0.5715    -6.2268 -4.6173
     17  -5.4025  0.6269    -6.4601 -4.7707
     18  -5.5715  0.6665    -6.6694 -4.8957
     19  -5.7411  0.7018    -6.8751 -5.0523

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1107  0.0529     0.0244  0.1904
      1   0.0669  0.0400     0.0146  0.1448
      2   0.0707  0.0422     0.0154  0.1529
      3   0.0763  0.0430     0.0176  0.1583
      4   0.0438  0.0230     0.0108  0.0840
      5   0.0445  0.0228     0.0120  0.0846
      6   0.0273  0.0129     0.0058  0.0476
      7   0.0154  0.0081     0.0005  0.0268
      8   0.0120  0.0068     0.0001  0.0207
      9   0.0124  0.0066     0.0003  0.0208
     10   0.0067  0.0038     0.0000  0.0112
     11   0.0073  0.0034     0.0001  0.0114
     12   0.0076  0.0031     0.0001  0.0116
     13   0.0078  0.0029     0.0003  0.0117
     14   0.0070  0.0021     0.0001  0.0070
     15   0.0072  0.0019     0.0003  0.0071
     16   0.0073  0.0019     0.0004  0.0084
     17   0.0070  0.0015     0.0003  0.0068
     18   0.0069  0.0014     0.0003  0.0067
     19   0.0069  0.0013     0.0003  0.0067

