Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.4373  2.2658    -9.0838 -2.0531
      1  -3.6469  1.2855    -5.6643 -1.8733
      2  -2.6127  0.8174    -3.6706 -1.6935
      3  -2.0774  0.6752    -2.7407 -1.5948
      4  -1.7959  0.6790    -2.3267 -1.3000
      5  -1.5949  0.7827    -2.0927 -0.8004
      6  -1.3350  1.2402    -2.8079 -0.2336
      7  -1.4980  1.0559    -2.3243 -0.6601
      8  -1.5439  0.8637    -2.1066 -1.0777
      9  -1.4278  0.8493    -1.9327 -0.9334
     10  -1.4340  0.6756    -1.8473 -1.1352
     11  -1.3654  0.5658    -1.7823 -1.1170
     12  -1.3258  0.4446    -1.6694 -1.1152
     13  -1.3404  0.3449    -1.6712 -1.2452
     14  -1.3374  0.2572    -1.6595 -1.3171
     15  -1.3224  0.1999    -1.5814 -1.3054
     16  -1.3143  0.1605    -1.5764 -1.2882
     17  -1.3109  0.1281    -1.5747 -1.2851
     18  -1.3201  0.0938    -1.5751 -1.3314
     19  -1.3189  0.0749    -1.5744 -1.3315

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0590     0.0061  0.1898
      1   0.1012  0.0589     0.0062  0.1898
      2   0.1009  0.0590     0.0060  0.1897
      3   0.1003  0.0593     0.0056  0.1896
      4   0.0969  0.0599     0.0044  0.1890
      5   0.0854  0.0611     0.0022  0.1866
      6   0.0274  0.0258     0.0001  0.0765
      7   0.0346  0.0290     0.0001  0.0887
      8   0.0407  0.0305     0.0009  0.0967
      9   0.0395  0.0291     0.0010  0.0924
     10   0.0445  0.0296     0.0032  0.0977
     11   0.0490  0.0309     0.0051  0.1043
     12   0.0528  0.0314     0.0077  0.1087
     13   0.0575  0.0314     0.0113  0.1132
     14   0.0591  0.0309     0.0144  0.1142
     15   0.0627  0.0312     0.0167  0.1179
     16   0.0662  0.0317     0.0192  0.1223
     17   0.0688  0.0317     0.0215  0.1249
     18   0.0725  0.0315     0.0252  0.1284
     19   0.0748  0.0315     0.0277  0.1305

