Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.0012  1.9522    -9.1410 -3.1363
      1  -4.3484  1.0653    -5.9746 -2.9745
      2  -3.5644  0.7113    -4.4643 -2.9011
      3  -3.9781  0.5630    -4.6201 -3.6131
      4  -3.8135  0.4752    -4.2379 -3.5261
      5  -3.6721  0.4612    -4.0780 -3.4404
      6  -3.7080  0.3388    -4.0726 -3.6907
      7  -3.8828  0.7071    -4.4662 -3.5845
      8  -3.9706  0.6725    -4.5576 -3.7112
      9  -3.9349  0.5003    -4.3517 -3.7242
     10  -3.9306  0.3756    -4.3066 -3.7409
     11  -3.9274  0.2880    -4.2792 -3.7494
     12  -3.9262  0.2287    -4.2605 -3.7557
     13  -3.9253  0.1904    -4.2480 -3.7592
     14  -3.9251  0.1665    -4.2381 -3.7620
     15  -3.9256  0.1511    -4.2285 -3.7654
     16  -3.9194  0.1318    -4.2124 -3.7644
     17  -3.9166  0.1226    -4.2103 -3.7640
     18  -3.9176  0.1187    -4.2101 -3.7665
     19  -3.9142  0.1130    -4.2073 -3.7653

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1012  0.0590     0.0057  0.1898
      1   0.1007  0.0592     0.0051  0.1897
      2   0.1010  0.0590     0.0054  0.1897
      3   0.1017  0.0590     0.0057  0.1899
      4   0.1054  0.0580     0.0085  0.1905
      5   0.1043  0.0584     0.0080  0.1904
      6   0.1148  0.0551     0.0168  0.1918
      7   0.0550  0.0396     0.0001  0.1287
      8   0.0556  0.0397     0.0001  0.1296
      9   0.0597  0.0389     0.0046  0.1323
     10   0.0617  0.0383     0.0086  0.1335
     11   0.0628  0.0379     0.0107  0.1341
     12   0.0637  0.0376     0.0125  0.1347
     13   0.0643  0.0374     0.0139  0.1350
     14   0.0648  0.0372     0.0146  0.1353
     15   0.0655  0.0370     0.0154  0.1358
     16   0.0668  0.0368     0.0170  0.1365
     17   0.0675  0.0366     0.0181  0.1370
     18   0.0679  0.0365     0.0188  0.1373
     19   0.0691  0.0363     0.0205  0.1381

