Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.1380  1.8804    -9.1552 -3.3923
      1  -4.6129  1.0527    -6.2360 -3.2376
      2  -3.8385  0.7067    -4.7402 -3.1465
      3  -3.4191  0.5954    -4.0107 -2.9523
      4  -3.5883  0.4833    -4.0990 -3.3820
      5  -3.7290  0.4581    -4.1940 -3.5456
      6  -3.6845  0.3398    -3.9500 -3.5447
      7  -3.5744  0.6531    -3.9955 -3.2751
      8  -3.6876  0.6616    -4.1360 -3.4404
      9  -3.7128  0.5397    -4.0874 -3.5243
     10  -3.7116  0.4109    -4.0191 -3.6529
     11  -3.7105  0.3122    -3.9675 -3.6965
     12  -3.6957  0.2289    -3.9458 -3.6968
     13  -3.6946  0.1690    -3.9450 -3.6989
     14  -3.6957  0.1284    -3.9445 -3.7018
     15  -3.6915  0.0936    -3.9417 -3.7017
     16  -3.6912  0.0700    -3.9415 -3.7020
     17  -3.6911  0.0539    -3.9414 -3.7022
     18  -3.6916  0.0420    -3.9413 -3.7030
     19  -3.6915  0.0345    -3.9413 -3.7030

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0588     0.0061  0.1899
      1   0.1017  0.0589     0.0058  0.1898
      2   0.1015  0.0588     0.0057  0.1898
      3   0.1017  0.0592     0.0051  0.1899
      4   0.1064  0.0577     0.0087  0.1906
      5   0.1054  0.0580     0.0087  0.1905
      6   0.1155  0.0547     0.0177  0.1918
      7   0.0628  0.0428     0.0008  0.1425
      8   0.0619  0.0422     0.0001  0.1401
      9   0.0696  0.0431     0.0040  0.1481
     10   0.0749  0.0423     0.0098  0.1515
     11   0.0792  0.0416     0.0149  0.1544
     12   0.0837  0.0405     0.0216  0.1570
     13   0.0852  0.0398     0.0246  0.1576
     14   0.0885  0.0394     0.0284  0.1600
     15   0.0920  0.0388     0.0329  0.1624
     16   0.0925  0.0386     0.0342  0.1626
     17   0.0928  0.0384     0.0349  0.1627
     18   0.0955  0.0382     0.0373  0.1646
     19   0.0957  0.0381     0.0377  0.1647

