Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6408  2.7158    -9.0034 -0.5301
      1  -2.3431  1.4577    -4.6092 -0.2863
      2  -3.6032  0.8235    -4.7272 -2.6870
      3  -4.1393  0.6286    -4.9077 -3.6931
      4  -4.4340  0.6042    -5.1166 -4.1366
      5  -4.6094  0.6537    -5.5221 -4.3289
      6  -4.4764  0.3578    -4.8051 -4.3145
      7  -4.4573  0.2463    -4.7350 -4.3212
      8  -4.4604  0.1888    -4.7345 -4.3407
      9  -4.3044  1.3998    -7.5373 -2.0483
     10  -4.2603  1.1095    -6.2830 -3.0512
     11  -4.2310  0.8789    -5.4043 -3.4363
     12  -4.2135  0.7119    -5.1863 -3.5308
     13  -4.0132  0.9757    -5.3299 -3.0013
     14  -3.9828  0.7910    -5.0014 -3.1660
     15  -3.9658  0.6649    -4.9279 -3.2113
     16  -4.0350  0.5743    -4.9411 -3.4371
     17  -3.9542  0.5064    -4.7315 -3.3905
     18  -4.0596  0.4870    -4.8569 -3.5313
     19  -4.0134  0.4248    -4.7134 -3.5196

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1022  0.0586     0.0071  0.1899
      1   0.1025  0.0585     0.0074  0.1899
      2   0.1010  0.0590     0.0059  0.1897
      3   0.1007  0.0590     0.0057  0.1896
      4   0.0999  0.0593     0.0049  0.1895
      5   0.0970  0.0597     0.0041  0.1889
      6   0.1108  0.0559     0.0130  0.1911
      7   0.1158  0.0534     0.0216  0.1916
      8   0.1171  0.0524     0.0253  0.1917
      9   0.0117  0.0104     0.0000  0.0276
     10   0.0133  0.0101     0.0000  0.0289
     11   0.0142  0.0098     0.0001  0.0296
     12   0.0148  0.0095     0.0002  0.0299
     13   0.0102  0.0065     0.0001  0.0195
     14   0.0106  0.0063     0.0001  0.0197
     15   0.0109  0.0061     0.0004  0.0198
     16   0.0117  0.0064     0.0005  0.0205
     17   0.0125  0.0067     0.0007  0.0221
     18   0.0127  0.0067     0.0007  0.0225
     19   0.0135  0.0069     0.0009  0.0237

