Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6249  2.7245    -9.0018 -0.4988
      1  -2.3116  1.4571    -4.5821 -0.2572
      2  -3.3205  0.9153    -4.6770 -2.1873
      3  -3.9879  0.6377    -4.7402 -3.4447
      4  -4.2745  0.5601    -4.9189 -3.9594
      5  -4.0913  0.3784    -4.5332 -3.8896
      6  -3.9541  0.3454    -4.3823 -3.7658
      7  -3.9474  0.2702    -4.3620 -3.7757
      8  -3.9446  0.2232    -4.3499 -3.7826
      9  -3.9436  0.1951    -4.3441 -3.7871
     10  -3.9579  0.1451    -4.3460 -3.8659
     11  -3.9627  0.1239    -4.3463 -3.9096
     12  -3.9621  0.1165    -4.3431 -3.9109
     13  -3.9636  0.1098    -4.3431 -3.9280
     14  -3.9628  0.1066    -4.3389 -3.9287
     15  -3.9648  0.1022    -4.3394 -3.9534
     16  -3.9644  0.1008    -4.3367 -3.9534
     17  -3.9640  0.0999    -4.3344 -3.9534
     18  -3.9654  0.0976    -4.3349 -3.9548
     19  -3.9660  0.0966    -4.3350 -3.9554

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0071  0.1899
      1   0.1024  0.0585     0.0074  0.1899
      2   0.1020  0.0586     0.0072  0.1899
      3   0.1020  0.0588     0.0066  0.1899
      4   0.1030  0.0587     0.0068  0.1901
      5   0.1075  0.0568     0.0121  0.1907
      6   0.1065  0.0569     0.0121  0.1905
      7   0.1081  0.0560     0.0154  0.1906
      8   0.1092  0.0553     0.0176  0.1907
      9   0.1098  0.0550     0.0189  0.1908
     10   0.1130  0.0533     0.0238  0.1911
     11   0.1147  0.0524     0.0268  0.1913
     12   0.1150  0.0522     0.0276  0.1913
     13   0.1156  0.0518     0.0288  0.1914
     14   0.1160  0.0516     0.0295  0.1914
     15   0.1169  0.0511     0.0311  0.1915
     16   0.1171  0.0509     0.0316  0.1915
     17   0.1173  0.0508     0.0320  0.1916
     18   0.1180  0.0504     0.0333  0.1916
     19   0.1184  0.0502     0.0341  0.1917

