Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.2301  2.3840    -9.0630 -1.6529
      1  -3.1712  1.2709    -5.1352 -1.4262
      2  -2.2672  0.8519    -3.3982 -1.3254
      3  -2.8231  0.6166    -3.5364 -2.3835
      4  -2.5385  0.5557    -3.0540 -2.2218
      5  -2.6937  0.5250    -3.1448 -2.4752
      6  -2.6338  0.9742    -3.7509 -2.0872
      7  -2.5326  0.7708    -3.0169 -2.1251
      8  -2.5953  0.6836    -3.0313 -2.3789
      9  -2.8455  1.0826    -4.8737 -2.2981
     10  -3.6216  1.9824    -8.3353 -1.1745
     11  -3.3565  1.6441    -7.6707 -1.6971
     12  -3.1634  1.3110    -6.3922 -2.1154
     13  -3.0424  1.0297    -4.6744 -2.2387
     14  -2.9197  0.8327    -3.9322 -2.2702
     15  -3.3086  1.2462    -6.1351 -2.2168
     16  -3.2112  0.9867    -4.6546 -2.3837
     17  -3.1551  0.7956    -4.2982 -2.4235
     18  -3.0516  0.6781    -3.9969 -2.4074
     19  -3.3217  0.8863    -4.5164 -2.5226

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1014  0.0589     0.0063  0.1898
      1   0.1012  0.0590     0.0062  0.1898
      2   0.1012  0.0587     0.0070  0.1897
      3   0.1018  0.0587     0.0069  0.1898
      4   0.1026  0.0587     0.0072  0.1900
      5   0.1032  0.0585     0.0074  0.1901
      6   0.0504  0.0412     0.0001  0.1294
      7   0.0569  0.0416     0.0007  0.1356
      8   0.0603  0.0408     0.0021  0.1363
      9   0.0351  0.0286     0.0000  0.0868
     10   0.0077  0.0088     0.0000  0.0216
     11   0.0096  0.0089     0.0000  0.0237
     12   0.0111  0.0087     0.0000  0.0247
     13   0.0120  0.0084     0.0001  0.0253
     14   0.0133  0.0086     0.0001  0.0265
     15   0.0079  0.0050     0.0000  0.0136
     16   0.0085  0.0047     0.0001  0.0137
     17   0.0089  0.0044     0.0002  0.0138
     18   0.0095  0.0046     0.0003  0.0152
     19   0.0076  0.0033     0.0001  0.0117

