Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.5382  2.1603    -6.9961 -0.3721
      1  -1.8062  1.2383    -3.6083 -0.1972
      2  -2.6976  0.8241    -3.6845 -1.8832
      3  -2.1628  0.6854    -2.7992 -1.7119
      4  -1.9029  0.7571    -2.3803 -1.4094
      5  -1.9340  0.5754    -2.3591 -1.8118
      6  -2.2341  0.9482    -3.2457 -1.8533
      7  -2.2787  0.8381    -3.1156 -1.9275
      8  -2.1794  0.6431    -2.6041 -1.9273
      9  -2.1748  0.5072    -2.5781 -2.0786
     10  -2.4404  0.9658    -3.6042 -2.0927
     11  -2.3295  0.7446    -2.8874 -2.1136
     12  -2.2463  0.6671    -2.6569 -2.0608
     13  -2.4300  0.9245    -3.2181 -2.1131
     14  -3.0771  1.7671    -7.7949 -1.6190
     15  -2.8255  1.4062    -6.6127 -1.9153
     16  -2.6639  1.0845    -4.4577 -2.0197
     17  -2.5707  0.8307    -3.5103 -2.0811
     18  -2.4859  0.6639    -3.2054 -2.0904
     19  -2.4277  0.5329    -3.0646 -2.0918

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1004  0.0592     0.0056  0.1897
      1   0.1011  0.0591     0.0057  0.1898
      2   0.1005  0.0593     0.0052  0.1897
      3   0.0999  0.0595     0.0046  0.1896
      4   0.0936  0.0607     0.0023  0.1885
      5   0.1055  0.0580     0.0075  0.1904
      6   0.0544  0.0431     0.0001  0.1380
      7   0.0591  0.0450     0.0003  0.1466
      8   0.0673  0.0449     0.0039  0.1527
      9   0.0738  0.0452     0.0080  0.1580
     10   0.0317  0.0229     0.0001  0.0715
     11   0.0353  0.0227     0.0011  0.0743
     12   0.0390  0.0238     0.0024  0.0798
     13   0.0271  0.0175     0.0001  0.0553
     14   0.0100  0.0091     0.0000  0.0241
     15   0.0116  0.0088     0.0000  0.0251
     16   0.0126  0.0085     0.0001  0.0256
     17   0.0132  0.0082     0.0001  0.0259
     18   0.0144  0.0083     0.0005  0.0268
     19   0.0155  0.0084     0.0009  0.0275

