Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.3058  2.3400    -9.0706 -1.7928
      1  -3.2609  1.2308    -5.1603 -1.5751
      2  -2.3456  0.8146    -3.4025 -1.4210
      3  -2.8219  0.6067    -3.5145 -2.3865
      4  -3.1009  0.5419    -3.6631 -2.8522
      5  -2.9391  0.4989    -3.3727 -2.7177
      6  -2.9539  0.3853    -3.3646 -2.9073
      7  -2.9137  0.2805    -3.1609 -2.9068
      8  -2.9001  0.2310    -3.1536 -2.9053
      9  -2.9046  0.1671    -3.1533 -2.9119
     10  -2.9048  0.1223    -3.1530 -2.9138
     11  -2.9024  0.0881    -3.1518 -2.9139
     12  -2.9024  0.0647    -3.1518 -2.9145
     13  -2.9019  0.0460    -3.1516 -2.9145
     14  -2.9017  0.0330    -3.1515 -2.9145
     15  -2.9004  0.0926    -3.1517 -2.9122
     16  -2.9016  0.0676    -3.1516 -2.9138
     17  -2.9012  0.0492    -3.1514 -2.9139
     18  -2.8960  0.1286    -3.1515 -2.9072
     19  -2.8558  0.3184    -3.1506 -2.6836

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1026  0.0584     0.0076  0.1899
      1   0.1024  0.0585     0.0071  0.1899
      2   0.1027  0.0584     0.0074  0.1900
      3   0.1031  0.0581     0.0081  0.1900
      4   0.1028  0.0585     0.0075  0.1900
      5   0.1043  0.0580     0.0087  0.1902
      6   0.1133  0.0553     0.0158  0.1915
      7   0.1220  0.0521     0.0257  0.1926
      8   0.1286  0.0503     0.0322  0.1937
      9   0.1336  0.0471     0.0436  0.1941
     10   0.1370  0.0448     0.0515  0.1944
     11   0.1403  0.0429     0.0584  0.1947
     12   0.1432  0.0412     0.0640  0.1950
     13   0.1434  0.0409     0.0648  0.1950
     14   0.1436  0.0407     0.0654  0.1950
     15   0.1077  0.0429     0.0378  0.1802
     16   0.1111  0.0419     0.0427  0.1815
     17   0.1123  0.0414     0.0447  0.1818
     18   0.0770  0.0331     0.0257  0.1346
     19   0.0466  0.0226     0.0105  0.0841

