Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.4136  1.3212    -2.9987 -0.1464
      1  -2.0413  1.1112    -3.4859 -1.3348
      2  -1.7259  0.9586    -2.3661 -1.2286
      3  -1.8454  0.8360    -2.3547 -1.5365
      4  -1.7012  0.8220    -2.0850 -1.4156
      5  -1.6280  0.6213    -1.8482 -1.4183
      6  -1.6243  0.4684    -1.8465 -1.5921
      7  -2.1125  1.8649    -7.3232 -0.8914
      8  -1.8052  1.4569    -5.6614 -0.9466
      9  -1.6780  1.1454    -3.2348 -1.1460
     10  -1.7782  1.1516    -3.5425 -1.3270
     11  -1.6551  0.8704    -2.1000 -1.3322
     12  -1.6597  0.7348    -2.0725 -1.3758
     13  -1.6290  0.5602    -2.0307 -1.4038
     14  -1.6082  0.4213    -2.0026 -1.4198
     15  -1.6199  0.3479    -2.0084 -1.5403
     16  -1.5966  0.2650    -1.8787 -1.5278
     17  -1.6081  0.2324    -1.9211 -1.5948
     18  -1.6076  0.1835    -1.9165 -1.5980
     19  -1.6023  0.2638    -1.8497 -1.5906

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0975  0.0611     0.0001  0.1895
      1   0.0971  0.0615     0.0001  0.1895
      2   0.0996  0.0604     0.0001  0.1897
      3   0.1036  0.0590     0.0029  0.1902
      4   0.1047  0.0587     0.0032  0.1904
      5   0.1131  0.0559     0.0125  0.1915
      6   0.1214  0.0523     0.0248  0.1925
      7   0.0265  0.0254     0.0000  0.0720
      8   0.0298  0.0251     0.0000  0.0743
      9   0.0338  0.0249     0.0001  0.0774
     10   0.0328  0.0236     0.0001  0.0735
     11   0.0356  0.0231     0.0006  0.0752
     12   0.0390  0.0237     0.0025  0.0797
     13   0.0414  0.0234     0.0060  0.0814
     14   0.0428  0.0231     0.0083  0.0822
     15   0.0455  0.0237     0.0096  0.0862
     16   0.0484  0.0236     0.0127  0.0886
     17   0.0510  0.0245     0.0140  0.0929
     18   0.0532  0.0246     0.0154  0.0950
     19   0.0440  0.0199     0.0119  0.0767

