Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.1516  2.4297    -9.0554 -1.4894
      1  -3.1005  1.3129    -5.1405 -1.2521
      2  -2.0470  0.8425    -3.1270 -1.1018
      3  -2.5591  0.6261    -3.1994 -2.1265
      4  -2.8287  0.5595    -3.3770 -2.5539
      5  -2.9812  0.5535    -3.5725 -2.7477
      6  -3.3962  0.9960    -5.3393 -2.8865
      7  -3.9813  1.3217    -7.0452 -2.9234
      8  -3.6250  1.0115    -5.4155 -2.9322
      9  -3.4653  0.8015    -4.4349 -2.9481
     10  -3.7196  0.9747    -5.2378 -3.0362
     11  -3.6700  0.7634    -4.6998 -3.1614
     12  -3.5828  0.6088    -4.3250 -3.1686
     13  -3.7025  0.6105    -4.4504 -3.2750
     14  -3.6661  0.4799    -4.3123 -3.2934
     15  -3.6138  0.4000    -4.1760 -3.2802
     16  -3.6753  0.3604    -4.1963 -3.4366
     17  -3.6370  0.3046    -4.1404 -3.4324
     18  -3.6706  0.2626    -4.1527 -3.4625
     19  -3.6628  0.2237    -4.1347 -3.4635

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1036  0.0580     0.0083  0.1901
      1   0.1035  0.0581     0.0080  0.1901
      2   0.1038  0.0582     0.0078  0.1902
      3   0.1045  0.0580     0.0082  0.1903
      4   0.1040  0.0581     0.0078  0.1902
      5   0.1025  0.0586     0.0068  0.1900
      6   0.0416  0.0365     0.0001  0.1124
      7   0.0167  0.0145     0.0000  0.0415
      8   0.0206  0.0158     0.0001  0.0473
      9   0.0238  0.0163     0.0001  0.0512
     10   0.0174  0.0120     0.0001  0.0362
     11   0.0182  0.0116     0.0001  0.0367
     12   0.0200  0.0117     0.0008  0.0387
     13   0.0195  0.0114     0.0007  0.0376
     14   0.0205  0.0112     0.0016  0.0384
     15   0.0220  0.0114     0.0024  0.0400
     16   0.0231  0.0118     0.0029  0.0415
     17   0.0246  0.0121     0.0041  0.0439
     18   0.0261  0.0124     0.0055  0.0460
     19   0.0267  0.0123     0.0071  0.0463

