trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  318 180.00  0.00 800.00 26.00  0
  1  652 370.00  0.00 800.00  3.00  1
  2  707 400.00  0.00 800.00  4.30  0
  3  742 420.00  0.00 800.00  3.00  0
  4  777 440.00  0.00 800.00  2.00  1
  5  760 430.00  0.00 800.00  3.00  1
  6  724 410.00  0.00 800.00  3.00  1
  7  797 450.00  0.00 800.00  4.30  0
  8  724 390.00  0.00 800.00  4.30  1
  9  780 440.00  0.00 800.00  6.44  0
 10  761 430.00  0.00 800.00  4.30  0
 11  743 420.00  0.00 800.00  4.30  0
 12  688 390.00  0.00 800.00  3.00  1
 13  743 430.00  0.00 800.00  3.00  1
 14  725 410.00  0.00 800.00  4.30  0
 15  743 440.00  0.00 800.00  6.44  0
 16  725 410.00  0.00 800.00  6.44  0
 17  725 420.00  0.00 800.00  3.00  0
 18  688 390.00  0.00 800.00  3.00  1
 19  706 400.00  0.00 800.00  3.00  1
