Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2347  1.3490    -3.2505 -0.1234
      1  -1.7307  1.1759    -3.5156 -1.0705
      2  -1.4398  1.1785    -3.1058 -0.9103
      3  -1.5896  1.1543    -3.3067 -1.1650
      4  -1.4496  0.8896    -1.7884 -1.1648
      5  -1.4123  0.6800    -1.6748 -1.3298
      6  -1.3805  0.5067    -1.5948 -1.3352
      7  -1.3607  0.3752    -1.5857 -1.3370
      8  -1.3444  0.2641    -1.5828 -1.3370
      9  -1.3320  0.1905    -1.5763 -1.3368
     10  -1.3285  0.1349    -1.5759 -1.3368
     11  -1.3257  0.0971    -1.5746 -1.3369
     12  -1.3255  0.0716    -1.5746 -1.3373
     13  -1.3249  0.0506    -1.5744 -1.3374
     14  -1.3245  0.0364    -1.5742 -1.3374
     15  -1.3243  0.1069    -1.5743 -1.3355
     16  -1.3250  0.0792    -1.5743 -1.3369
     17  -1.3315  0.1923    -1.5760 -1.3366
     18  -1.3276  0.1408    -1.5749 -1.3367
     19  -1.3265  0.1049    -1.5748 -1.3372

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0967  0.0614     0.0001  0.1893
      1   0.0960  0.0617     0.0001  0.1892
      2   0.0971  0.0617     0.0001  0.1895
      3   0.0977  0.0615     0.0001  0.1895
      4   0.1093  0.0581     0.0026  0.1912
      5   0.1184  0.0545     0.0155  0.1922
      6   0.1239  0.0514     0.0280  0.1928
      7   0.1275  0.0491     0.0363  0.1931
      8   0.1291  0.0476     0.0417  0.1932
      9   0.1337  0.0450     0.0505  0.1937
     10   0.1340  0.0446     0.0515  0.1937
     11   0.1371  0.0430     0.0571  0.1940
     12   0.1398  0.0416     0.0619  0.1944
     13   0.1402  0.0413     0.0629  0.1944
     14   0.1424  0.0401     0.0667  0.1946
     15   0.1068  0.0410     0.0417  0.1777
     16   0.1102  0.0403     0.0454  0.1792
     17   0.0799  0.0323     0.0300  0.1360
     18   0.0821  0.0320     0.0329  0.1377
     19   0.0843  0.0317     0.0355  0.1396

