Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.3642  2.3096    -9.0767 -1.9100
      1  -3.3227  1.2156    -5.1734 -1.6811
      2  -2.4044  0.8196    -3.4138 -1.5422
      3  -1.9832  0.6783    -2.6527 -1.3553
      4  -2.2890  0.5650    -2.8205 -1.9809
      5  -2.4475  0.5416    -2.9115 -2.2345
      6  -2.7634  0.9058    -4.0114 -2.3690
      7  -2.6276  0.9738    -3.8527 -2.1846
      8  -2.5121  0.8378    -3.0988 -2.1728
      9  -2.4370  0.6604    -2.8307 -2.1855
     10  -2.4258  0.5023    -2.7931 -2.3537
     11  -2.3941  0.3861    -2.6360 -2.3640
     12  -2.3922  0.2901    -2.6349 -2.3829
     13  -2.3810  0.2137    -2.6299 -2.3833
     14  -2.3754  0.1588    -2.6273 -2.3836
     15  -2.3772  0.1174    -2.6273 -2.3867
     16  -2.3714  0.2850    -2.6282 -2.2920
     17  -2.3762  0.2170    -2.6280 -2.3799
     18  -2.3775  0.1630    -2.6278 -2.3844
     19  -2.3793  0.1339    -2.6279 -2.3872

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1012  0.0590     0.0061  0.1898
      1   0.1007  0.0591     0.0057  0.1897
      2   0.1005  0.0591     0.0060  0.1897
      3   0.1008  0.0589     0.0069  0.1897
      4   0.1027  0.0581     0.0079  0.1899
      5   0.1025  0.0585     0.0076  0.1900
      6   0.0477  0.0393     0.0001  0.1239
      7   0.0470  0.0381     0.0001  0.1192
      8   0.0550  0.0403     0.0001  0.1301
      9   0.0617  0.0407     0.0028  0.1363
     10   0.0671  0.0399     0.0081  0.1401
     11   0.0727  0.0397     0.0128  0.1446
     12   0.0769  0.0389     0.0179  0.1476
     13   0.0801  0.0383     0.0223  0.1497
     14   0.0831  0.0378     0.0258  0.1517
     15   0.0860  0.0373     0.0299  0.1539
     16   0.0553  0.0256     0.0146  0.0979
     17   0.0583  0.0252     0.0180  0.1004
     18   0.0605  0.0248     0.0214  0.1020
     19   0.0633  0.0252     0.0234  0.1055

