trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  280 160.00  0.00 800.00 17.20  1
  1  753 420.00  0.00 800.00 156.00  0
  2  732 410.00  0.00 800.00 26.00  0
  3  693 390.00  0.00 800.00 12.90  0
  4  744 420.00  0.00 800.00  6.44  1
  5  745 420.00  0.00 800.00  8.60  1
  6  764 430.00  0.00 800.00 10.80  1
  7  693 390.00  0.00 800.00 12.90  1
  8  730 410.00  0.00 800.00 17.20  0
  9  712 400.00  0.00 800.00 17.20  0
 10  675 380.00  0.00 800.00 12.90  0
 11  693 390.00  0.00 800.00 12.90  0
 12  729 410.00  0.00 800.00 12.90  1
 13 1419 790.00  0.00 800.00 156.00  0
 14  637 360.00  0.00 800.00  8.60  1
 15  693 390.00  0.00 800.00 12.90  1
 16  657 370.00  0.00 800.00 12.90  1
 17  784 440.00  0.00 800.00 17.20  1
 18 1421 790.00  0.00 800.00 520.00  0
 19  821 460.00  0.00 800.00 21.50  0
