Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.0589  1.5544    -4.8767 -0.0919
      1  -1.4636  1.5086    -5.4209 -0.7546
      2  -1.5726  1.4149    -5.1131 -1.0124
      3  -1.8319  1.5422    -6.0775 -1.1529
      4  -3.2060  2.3614    -8.4779 -1.1806
      5  -2.3659  1.7856    -7.2366 -1.1816
      6  -2.0087  1.4889    -6.0118 -1.1814
      7  -2.8780  2.0643    -8.0791 -1.1310
      8  -2.5255  1.6987    -7.1595 -1.2691
      9  -2.2907  1.3536    -5.4849 -1.3403
     10  -2.0853  1.0806    -3.5227 -1.3447
     11  -1.9472  0.8716    -2.8364 -1.3404
     12  -1.8453  0.7159    -2.5607 -1.3307
     13  -1.9504  0.6711    -2.6138 -1.4846
     14  -1.9619  0.5484    -2.5985 -1.6050
     15  -1.8975  0.4577    -2.4508 -1.5966
     16  -2.0351  0.5444    -2.6095 -1.6649
     17  -1.9918  0.4399    -2.5358 -1.6599
     18  -2.0108  0.3657    -2.5383 -1.7327
     19  -2.0617  0.3348    -2.5718 -1.8586

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0935  0.0630     0.0001  0.1891
      1   0.0920  0.0641     0.0000  0.1891
      2   0.0949  0.0637     0.0001  0.1897
      3   0.0879  0.0653     0.0001  0.1889
      4   0.0168  0.0217     0.0000  0.0587
      5   0.0227  0.0243     0.0000  0.0681
      6   0.0286  0.0259     0.0000  0.0759
      7   0.0099  0.0102     0.0000  0.0264
      8   0.0119  0.0101     0.0000  0.0275
      9   0.0132  0.0098     0.0000  0.0285
     10   0.0148  0.0099     0.0001  0.0305
     11   0.0163  0.0100     0.0003  0.0321
     12   0.0177  0.0102     0.0008  0.0335
     13   0.0183  0.0104     0.0009  0.0342
     14   0.0196  0.0105     0.0015  0.0357
     15   0.0210  0.0107     0.0022  0.0378
     16   0.0184  0.0096     0.0014  0.0329
     17   0.0194  0.0096     0.0020  0.0338
     18   0.0205  0.0097     0.0028  0.0347
     19   0.0213  0.0101     0.0032  0.0368

