Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6118  2.7301    -9.0002 -0.4848
      1  -2.5633  1.5927    -5.0871 -0.2766
      2  -3.8469  0.9138    -5.2129 -2.7133
      3  -4.5019  0.6364    -5.3125 -3.9569
      4  -4.1979  0.4693    -4.7405 -3.8200
      5  -4.3633  0.3808    -4.8482 -4.1954
      6  -4.2176  0.3380    -4.6317 -4.0579
      7  -4.3736  0.6038    -4.9554 -4.0888
      8  -4.3353  0.4683    -4.7355 -4.1320
      9  -4.3420  0.3566    -4.7320 -4.2195
     10  -4.3473  0.2804    -4.7300 -4.2274
     11  -4.3309  0.2268    -4.7193 -4.2271
     12  -4.3234  0.1916    -4.7144 -4.2273
     13  -4.3199  0.1699    -4.7121 -4.2276
     14  -4.3226  0.1551    -4.7121 -4.2301
     15  -4.3163  0.1471    -4.7096 -4.2296
     16  -4.3151  0.1428    -4.7089 -4.2297
     17  -4.3135  0.1402    -4.7082 -4.2297
     18  -4.3146  0.1379    -4.7083 -4.2307
     19  -4.3131  0.1368    -4.7077 -4.2306

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1019  0.0586     0.0073  0.1898
      2   0.1016  0.0587     0.0068  0.1898
      3   0.1010  0.0588     0.0065  0.1897
      4   0.1031  0.0580     0.0088  0.1900
      5   0.1069  0.0570     0.0117  0.1906
      6   0.1082  0.0567     0.0125  0.1908
      7   0.0574  0.0419     0.0012  0.1369
      8   0.0636  0.0419     0.0047  0.1423
      9   0.0659  0.0412     0.0084  0.1435
     10   0.0680  0.0406     0.0113  0.1446
     11   0.0718  0.0404     0.0150  0.1479
     12   0.0743  0.0401     0.0175  0.1497
     13   0.0760  0.0398     0.0196  0.1507
     14   0.0767  0.0395     0.0211  0.1510
     15   0.0787  0.0395     0.0227  0.1528
     16   0.0795  0.0393     0.0237  0.1533
     17   0.0805  0.0391     0.0248  0.1540
     18   0.0808  0.0390     0.0254  0.1541
     19   0.0816  0.0389     0.0265  0.1547

