Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.0853  2.0430    -6.8516 -0.0565
      1  -1.5904  2.2379    -7.5823 -0.3259
      2  -2.9871  2.7440    -8.6133 -0.4548
      3  -4.7464  2.6884    -9.0176 -0.5766
      4  -4.8086  2.6629    -9.0243 -0.6373
      5  -4.8885  2.6277    -9.0326 -0.7302
      6  -4.9715  2.5881    -9.0409 -0.8440
      7  -5.0437  2.5510    -9.0479 -0.9519
      8  -3.6539  2.1788    -8.1657 -0.6985
      9  -4.4775  1.9674    -8.4284 -1.3349
     10  -4.4503  1.8375    -8.2204 -1.5758
     11  -3.9320  1.5210    -6.6999 -1.4827
     12  -3.3674  1.4655    -5.8768 -1.1449
     13  -3.7032  1.2295    -5.7194 -1.9565
     14  -3.6614  1.0988    -5.3937 -2.0689
     15  -3.3199  1.0382    -4.8288 -1.7769
     16  -3.5935  0.8912    -4.9418 -2.4478
     17  -3.8109  0.8123    -5.0813 -2.8794
     18  -3.6348  0.7443    -4.7336 -2.7498
     19  -3.7597  0.6742    -4.8221 -2.9938

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0850  0.0661     0.0000  0.1881
      1   0.0713  0.0669     0.0000  0.1857
      2   0.0148  0.0252     0.0000  0.0655
      3   0.0014  0.0028     0.0000  0.0053
      4   0.0023  0.0034     0.0000  0.0061
      5   0.0034  0.0037     0.0000  0.0065
      6   0.0045  0.0036     0.0000  0.0067
      7   0.0055  0.0033     0.0000  0.0068
      8   0.0055  0.0034     0.0000  0.0068
      9   0.0054  0.0033     0.0000  0.0068
     10   0.0062  0.0029     0.0000  0.0068
     11   0.0065  0.0027     0.0000  0.0069
     12   0.0065  0.0027     0.0000  0.0069
     13   0.0067  0.0026     0.0001  0.0070
     14   0.0070  0.0023     0.0001  0.0071
     15   0.0071  0.0023     0.0001  0.0077
     16   0.0072  0.0024     0.0002  0.0090
     17   0.0073  0.0024     0.0002  0.0094
     18   0.0075  0.0025     0.0003  0.0103
     19   0.0076  0.0026     0.0003  0.0109

