Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.1264  1.9005    -9.1554 -3.3277
      1  -4.5727  1.0762    -6.2105 -3.1177
      2  -3.7800  0.7498    -4.7164 -2.9075
      3  -3.3489  0.6528    -3.9581 -2.6304
      4  -3.5838  0.5010    -4.0782 -3.3633
      5  -3.7251  0.4659    -4.1766 -3.5535
      6  -3.9876  0.8750    -5.2143 -3.5120
      7  -4.0818  0.8098    -5.2206 -3.7117
      8  -4.3939  1.1455    -6.6885 -3.3042
      9  -4.2861  0.8868    -5.5163 -3.7405
     10  -4.1913  0.7197    -4.9647 -3.7909
     11  -4.2857  0.6964    -5.0457 -3.9627
     12  -4.2334  0.5506    -4.7878 -3.9709
     13  -4.1880  0.4512    -4.6892 -3.9706
     14  -4.2344  0.3961    -4.7037 -4.0200
     15  -4.2024  0.3262    -4.6358 -4.0128
     16  -4.2226  0.2652    -4.6422 -4.0709
     17  -4.2061  0.2126    -4.5550 -4.0639
     18  -4.2068  0.1709    -4.5486 -4.0735
     19  -4.2074  0.1443    -4.5443 -4.0802

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1039  0.0583     0.0066  0.1901
      1   0.1037  0.0586     0.0059  0.1902
      2   0.1029  0.0590     0.0052  0.1901
      3   0.1007  0.0599     0.0045  0.1899
      4   0.1095  0.0577     0.0082  0.1912
      5   0.1092  0.0575     0.0091  0.1911
      6   0.0473  0.0385     0.0001  0.1204
      7   0.0470  0.0378     0.0001  0.1190
      8   0.0205  0.0174     0.0000  0.0505
      9   0.0236  0.0174     0.0001  0.0532
     10   0.0270  0.0178     0.0001  0.0570
     11   0.0260  0.0168     0.0001  0.0538
     12   0.0287  0.0168     0.0016  0.0562
     13   0.0312  0.0171     0.0037  0.0595
     14   0.0330  0.0177     0.0053  0.0621
     15   0.0355  0.0181     0.0076  0.0657
     16   0.0377  0.0184     0.0089  0.0682
     17   0.0398  0.0185     0.0106  0.0706
     18   0.0403  0.0183     0.0116  0.0708
     19   0.0406  0.0182     0.0124  0.0710

