trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0    5  10.00  0.00 800.00  4.30  1
  1  608 340.00  0.00 800.00 104.00  0
  2  655 370.00  0.00 800.00  8.60  1
  3  695 390.00  0.00 800.00 21.50  0
  4  693 390.00  0.00 800.00 12.90  1
  5  783 440.00  0.00 800.00 12.90  1
  6  713 400.00  0.00 800.00 21.50  0
  7  676 380.00  0.00 800.00 17.20  1
  8  713 420.00  0.00 800.00 26.00  0
  9  713 390.00  0.00 800.00 17.20  0
 10  676 380.00  0.00 800.00 17.20  0
 11  694 390.00  0.00 800.00 17.20  0
 12  712 400.00  0.00 800.00 17.20  0
 13  639 360.00  0.00 800.00 12.90  0
 14  637 360.00  0.00 800.00  8.60  1
 15  602 340.00  0.00 800.00 10.80  1
 16  656 370.00  0.00 800.00 10.80  1
 17  621 350.00  0.00 800.00 12.90  0
 18  547 310.00  0.00 800.00  8.60  1
 19  584 330.00  0.00 800.00 10.80  1
