Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6165  2.7282    -9.0008 -0.4893
      1  -2.3045  1.4592    -4.5811 -0.2518
      2  -3.4583  0.8616    -4.6928 -2.4421
      3  -2.8073  0.6217    -3.5124 -2.3687
      4  -3.0832  0.5374    -3.6516 -2.7749
      5  -2.9162  0.5023    -3.3473 -2.6774
      6  -2.7826  0.8664    -3.4496 -2.1674
      7  -2.6692  0.7878    -3.1542 -2.0808
      8  -2.7022  0.6039    -3.1340 -2.4416
      9  -2.6528  0.4794    -3.0242 -2.4451
     10  -2.6641  0.3626    -3.0127 -2.6393
     11  -2.6497  0.2679    -2.9433 -2.6403
     12  -2.6498  0.1986    -2.9333 -2.6439
     13  -2.7313  0.3798    -3.1345 -2.6460
     14  -2.6782  0.3279    -3.0773 -2.6428
     15  -2.6537  0.2579    -2.9633 -2.6425
     16  -2.6422  0.1967    -2.8973 -2.6429
     17  -2.6455  0.1492    -2.8974 -2.6475
     18  -2.6394  0.1137    -2.8923 -2.6475
     19  -2.6413  0.0868    -2.8924 -2.6498

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1020  0.0586     0.0072  0.1899
      2   0.1018  0.0588     0.0065  0.1899
      3   0.1012  0.0589     0.0061  0.1898
      4   0.1012  0.0586     0.0067  0.1896
      5   0.1027  0.0584     0.0072  0.1900
      6   0.0515  0.0416     0.0001  0.1324
      7   0.0549  0.0433     0.0003  0.1393
      8   0.0634  0.0434     0.0032  0.1463
      9   0.0698  0.0440     0.0066  0.1523
     10   0.0762  0.0433     0.0122  0.1567
     11   0.0787  0.0426     0.0160  0.1579
     12   0.0803  0.0419     0.0195  0.1586
     13   0.0487  0.0261     0.0090  0.0936
     14   0.0511  0.0265     0.0106  0.0963
     15   0.0543  0.0267     0.0136  0.1001
     16   0.0568  0.0266     0.0158  0.1022
     17   0.0591  0.0263     0.0189  0.1039
     18   0.0615  0.0263     0.0214  0.1065
     19   0.0635  0.0261     0.0235  0.1082

