Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.5760  1.6256    -5.0977 -0.2758
      1  -3.8501  0.9589    -5.2135 -2.7100
      2  -3.2140  0.7124    -4.0399 -2.6488
      3  -3.4831  0.5774    -4.1335 -3.1651
      4  -3.7628  0.6070    -4.4038 -3.4828
      5  -3.6868  0.4535    -4.0165 -3.4820
      6  -3.7079  0.3444    -3.9901 -3.6923
      7  -3.7043  0.2580    -3.9591 -3.6945
      8  -3.6975  0.1872    -3.9514 -3.6949
      9  -3.6942  0.1419    -3.9503 -3.6951
     10  -3.6946  0.1136    -3.9500 -3.6962
     11  -3.6933  0.0941    -3.9493 -3.6963
     12  -3.6923  0.0817    -3.9487 -3.6963
     13  -3.6931  0.0738    -3.9486 -3.6972
     14  -3.6938  0.0685    -3.9485 -3.6981
     15  -3.6946  0.0646    -3.9484 -3.6990
     16  -3.6941  0.0618    -3.9480 -3.6990
     17  -3.6939  0.0607    -3.9479 -3.6990
     18  -3.6937  0.0599    -3.9477 -3.6990
     19  -3.6936  0.0593    -3.9476 -3.6990

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1005  0.0595     0.0042  0.1897
      1   0.1006  0.0596     0.0039  0.1898
      2   0.1005  0.0594     0.0043  0.1897
      3   0.1021  0.0586     0.0064  0.1898
      4   0.0961  0.0599     0.0030  0.1888
      5   0.1079  0.0575     0.0095  0.1908
      6   0.1172  0.0544     0.0177  0.1921
      7   0.1191  0.0530     0.0229  0.1922
      8   0.1202  0.0521     0.0261  0.1923
      9   0.1209  0.0515     0.0283  0.1923
     10   0.1217  0.0509     0.0303  0.1924
     11   0.1221  0.0506     0.0314  0.1924
     12   0.1225  0.0502     0.0326  0.1925
     13   0.1231  0.0498     0.0342  0.1925
     14   0.1238  0.0494     0.0356  0.1925
     15   0.1245  0.0489     0.0371  0.1926
     16   0.1247  0.0487     0.0377  0.1926
     17   0.1248  0.0486     0.0380  0.1926
     18   0.1249  0.0486     0.0382  0.1926
     19   0.1250  0.0485     0.0385  0.1926

