Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.6736  1.6704    -5.2885 -0.2860
      1  -1.3139  1.0767    -2.6148 -0.1447
      2  -1.9459  0.8191    -2.7673 -1.3413
      3  -1.6498  0.7151    -2.2084 -1.2490
      4  -1.4137  0.8179    -1.8492 -1.0254
      5  -1.4181  0.6318    -1.8248 -1.3251
      6  -1.3587  0.4780    -1.5881 -1.3250
      7  -1.3459  0.3483    -1.5857 -1.3285
      8  -1.3278  0.2576    -1.5772 -1.3285
      9  -1.3769  0.4963    -1.6988 -1.3305
     10  -1.3464  0.3702    -1.5819 -1.3308
     11  -1.3411  0.2760    -1.5811 -1.3350
     12  -1.3363  0.2021    -1.5804 -1.3364
     13  -1.3319  0.1450    -1.5794 -1.3365
     14  -1.3295  0.1056    -1.5787 -1.3365
     15  -1.3255  0.0770    -1.5755 -1.3365
     16  -1.3216  0.1761    -1.5757 -1.3292
     17  -1.2887  0.4368    -1.5765 -1.0917
     18  -1.3062  0.3456    -1.5768 -1.1399
     19  -1.3039  0.2584    -1.5762 -1.1614

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1008  0.0594     0.0046  0.1898
      1   0.1007  0.0593     0.0046  0.1897
      2   0.1004  0.0595     0.0041  0.1897
      3   0.1023  0.0589     0.0060  0.1900
      4   0.0963  0.0606     0.0027  0.1891
      5   0.1078  0.0578     0.0087  0.1909
      6   0.1172  0.0547     0.0166  0.1921
      7   0.1197  0.0528     0.0235  0.1923
      8   0.1258  0.0501     0.0323  0.1930
      9   0.0911  0.0492     0.0131  0.1763
     10   0.0973  0.0477     0.0195  0.1784
     11   0.1019  0.0462     0.0265  0.1799
     12   0.1040  0.0452     0.0307  0.1805
     13   0.1045  0.0448     0.0323  0.1806
     14   0.1049  0.0445     0.0336  0.1807
     15   0.1091  0.0435     0.0385  0.1823
     16   0.0741  0.0345     0.0215  0.1350
     17   0.0413  0.0216     0.0077  0.0776
     18   0.0448  0.0216     0.0103  0.0808
     19   0.0460  0.0212     0.0126  0.0814

