Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9996  1.9631    -9.1418 -3.1023
      1  -4.4648  1.1318    -6.2170 -2.9292
      2  -5.3823  0.7082    -6.3038 -4.7521
      3  -5.7899  0.5959    -6.4624 -5.4654
      4  -5.9447  0.5231    -6.5307 -5.7509
      5  -6.0938  0.5243    -6.6966 -5.9033
      6  -6.0288  0.3558    -6.3166 -5.8975
      7  -5.8408  0.6509    -6.3146 -5.6548
      8  -5.7731  0.5797    -6.2640 -5.6303
      9  -5.2713  1.6683    -8.0275 -1.4423
     10  -5.4079  1.3323    -7.1954 -2.3706
     11  -5.4973  1.0374    -6.5293 -3.9521
     12  -5.5498  0.8059    -6.3369 -4.7678
     13  -5.6308  0.6485    -6.3094 -5.1539
     14  -5.6837  0.5220    -6.3013 -5.3401
     15  -5.6648  0.4223    -6.2246 -5.3547
     16  -5.7058  0.3501    -6.2321 -5.5111
     17  -5.7626  0.3190    -6.2640 -5.5608
     18  -5.8577  0.4767    -6.4904 -5.5886
     19  -5.9680  0.8678    -6.9622 -5.4409

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1034  0.0583     0.0069  0.1901
      1   0.1032  0.0584     0.0066  0.1900
      2   0.1030  0.0582     0.0066  0.1900
      3   0.1030  0.0584     0.0064  0.1900
      4   0.1048  0.0575     0.0085  0.1901
      5   0.1022  0.0580     0.0072  0.1897
      6   0.1143  0.0544     0.0186  0.1915
      7   0.0648  0.0430     0.0015  0.1454
      8   0.0693  0.0443     0.0038  0.1521
      9   0.0129  0.0134     0.0000  0.0351
     10   0.0154  0.0133     0.0000  0.0372
     11   0.0171  0.0129     0.0000  0.0384
     12   0.0181  0.0126     0.0001  0.0389
     13   0.0202  0.0128     0.0004  0.0408
     14   0.0220  0.0129     0.0012  0.0426
     15   0.0236  0.0129     0.0021  0.0444
     16   0.0253  0.0132     0.0031  0.0464
     17   0.0265  0.0137     0.0036  0.0482
     18   0.0190  0.0102     0.0012  0.0343
     19   0.0110  0.0065     0.0001  0.0199

