Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.0906  2.4593    -9.0487 -1.3899
      1  -3.0469  1.3400    -5.1400 -1.1785
      2  -4.1068  0.8047    -5.2401 -3.2052
      3  -3.5715  0.5843    -4.2793 -3.1002
      4  -3.2891  0.5246    -3.8359 -2.9369
      5  -3.1290  0.5171    -3.6012 -2.7266
      6  -2.8431  0.8833    -3.5556 -1.5984
      7  -2.9892  0.6441    -3.5096 -2.5281
      8  -2.8913  0.5903    -3.3768 -2.4251
      9  -2.6905  0.9961    -3.5278 -1.5294
     10  -2.7739  0.7774    -3.3824 -2.1297
     11  -2.8218  0.6238    -3.3551 -2.4285
     12  -2.8884  0.5592    -3.3793 -2.6410
     13  -2.9170  0.4669    -3.3794 -2.6830
     14  -2.8853  0.3630    -3.2949 -2.6834
     15  -2.9100  0.3002    -3.3078 -2.7489
     16  -2.8911  0.2364    -3.1818 -2.7436
     17  -2.9031  0.1876    -3.1882 -2.8375
     18  -2.9112  0.1513    -3.1979 -2.9066
     19  -2.9026  0.1172    -3.1593 -2.9063

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0069  0.1898
      1   0.1015  0.0587     0.0069  0.1898
      2   0.1012  0.0588     0.0064  0.1897
      3   0.1012  0.0587     0.0068  0.1897
      4   0.1006  0.0589     0.0063  0.1896
      5   0.0988  0.0591     0.0056  0.1892
      6   0.0447  0.0401     0.0002  0.1252
      7   0.0547  0.0414     0.0018  0.1354
      8   0.0589  0.0439     0.0025  0.1445
      9   0.0228  0.0185     0.0001  0.0556
     10   0.0267  0.0191     0.0003  0.0602
     11   0.0304  0.0197     0.0015  0.0644
     12   0.0328  0.0205     0.0023  0.0681
     13   0.0357  0.0212     0.0040  0.0722
     14   0.0382  0.0212     0.0070  0.0744
     15   0.0411  0.0218     0.0083  0.0782
     16   0.0437  0.0218     0.0102  0.0807
     17   0.0462  0.0220     0.0124  0.0831
     18   0.0486  0.0222     0.0144  0.0861
     19   0.0508  0.0221     0.0162  0.0879

